codeSubstance;denominationSubstance;natureComposant;;;
4916;DICHLORHYDRATE DE FLUPENTIXOL;SA;;;
89752;FLUPENTIXOL BASE;ST;;;
25174;POPULUS CANDICANS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4884;ANTIMONIUM TARTARICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
24726;COCCUS CACTI POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
19859;NÉFOPAM (CHLORHYDRATE DE);SA;;;
49435;REINE DES PRÉS (SOMMITÉ FLEURIE DE) (EXTRAIT SEC DE);SA;;;
14365;APOCYNUM CANNABINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
13013;CALCIPOTRIOL ANHYDRE;SA;;;
30320;TÉCOVIRIMAT;ST;;;
98645;TÉCOVIRIMAT MONOHYDRATÉ;SA;;;
2074;HYDROXOCOBALAMINE;ST;;;
3343;ACÉTATE D'HYDROXOCOBALAMINE;SA;;;
33259;VÉNÉTOCLAX;SA;;;
16367;ACALABRUTINIB;SA;;;
14672;LACTULOSE (SOLUTION DE);SA;;;
35463;IMÉLASOMÉRAN;SA;;;
43288;ÉLASOMÉRAN;SA;;;
87218;HYPOTHALAMUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
54294;FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4212;ÉDÉTATE DICOBALTIQUE;SA;;;
70384;IMIGLUCÉRASE ;SA;;;
5131;SODIUM (IOXITALAMATE DE);SA;;;
5455;MÉGLUMINE (IOXITALAMATE DE);SA;;;
93709;INSULINE HUMAINE RECOMBINANTE SOLUBLE ;SA;;;
31130;VERTEBRES LOMBAIRES POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
10627;DIDANOSINE;SA;;;
788;AMITRIPTYLINE (CHLORHYDRATE D');SA;;;
1140;AMITRIPTYLINE;ST;;;
74460;FOSTAMATINIB DISODIQUE HEXAHYDRATÉ;SA;;;
83655;FOSTAMATINIB;ST;;;
69479;THALIDOMIDE;SA;;;
80839;EQUISETUM ARVENSE, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
67056;ACIDE L FOLINIQUE;ST;;;
76079;LÉVOFOLINATE DE CALCIUM;SA;;;
185;BROMHYDRATE DE FÉNOTÉROL;SA;;;
6201;ÉOSINE DISODIQUE;SA;;;
43182;EXTRAIT MOU DE SOMMITÉ FLEURIE DE GRINDÉLIA;SA;;;
94469;EXTRAIT MOU DE PARTIE SOUTERRAINE DE GELSÉMIUM;SA;;;
97156;OPIUM (EXTRAIT SEC D');SA;;;
44307;BUSSEROLE (FEUILLE DE) (POUDRE DE);SA;;;
19091;CEFTRIAXONE SODIQUE ANHYDRE;SA;;;
1639;DIAZOXIDE;SA;;;
54399;INSULINE GLULISINE ;SA;;;
11626;MIFÉPRISTONE;SA;;;
89974;ARTEMISIA ABSINTHIUM, INFUSÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
582;MITOMYCINE C;SA;;;
41060;DOLUTÉGRAVIR SODIQUE;SA;;;
68669;DOLUTÉGRAVIR;ST;;;
35494;GLÉCAPRÉVIR;SA;;;
39310;PIBRENTASVIR;SA;;;
69062;FOSCARNET SODIQUE HEXAHYDRATÉ;SA;;;
80413;PEMBROLIZUMAB ;SA;;;
28914;KALMIA LATIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
357;TROMETAMOL (CITRATE DE);SA;;;
21863;CITRATE DIPOTASSIQUE ANHYDRE;SA;;;
50340;CITRATE DISODIQUE;SA;;;
1090;ALIMÉMAZINE;ST;;;
5762;TARTRATE D'ALIMÉMAZINE;SA;;;
98981;FLUORITE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3385;TIAPROFÉNIQUE (ACIDE);SA;;;
85116;PIRÉTANIDE;SA;;;
3579;SOLIDAGO VIRGA AUREA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4607;CONDURANGO POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
92783;ENFUVIRTIDE;SA;;;
50851;BÉSILATE DE RASAGILINE;SA;;;
20819;URTICA URENS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1318;BUTACAÏNE;SA;;;
1695;DIMERCAPROL;SA;;;
2729;CINNAMOMUM ZEYLANICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
22827;PANAX GINSENG DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2701;JALAPA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
51885;DULAGLUTIDE ;SA;;;
783;TICLOPIDINE (CHLORHYDRATE DE);SA;;;
17345;HYDROCORTISONE (HYDROGÉNOSUCCINATE D');SA;;;
2161;ARNICA (TEINTURE D');SA;;;
682;MESNA;SA;;;
3981;PREDNISOLONE (MÉTASULFOBENZOATE SODIQUE DE);SA;;;
3899;TALC;SA;;;
44571;ACIDE AZÉLAÏQUE;SA;;;
1821;THIAMAZOLE;SA;;;
960;SOMATOTROPINE ;SA;;;
95916;VIRUS DE L'HÉPATITE A SOUCHE GBM INACTIVÉ ADSORBÉ ;SA;;;
37043;BAPTISIA TINCTORIA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
35799;GINSENG POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
56011;GEUM URBANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
979;CÉFACLOR MONOHYDRATÉ;SA;;;
65875;CÉFACLOR ANHYDRE;ST;;;
77579;CLOFAZIMINE;SA;;;
4503;KÉTAMINE (CHLORHYDRATE DE);SA;;;
18747;KÉTAMINE BASE;ST;;;
25807;RUBIA TINCTORIA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
39413;PITAVASTATINE CALCIQUE;SA;;;
96697;PITAVASTATINE;ST;;;
5499;MYRISTICA SEBIFERA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
39116;GINKGO BILOBA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3654;LEPTANDRA VIRGINICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
9477;DOLICHOS PRURIENS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3576;SOLANUM DULCAMARA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
22002;GADOXÉTATE DISODIQUE;SA;;;
6941;ZUCLOPENTHIXOL (DÉCANOATE DE);SA;;;
2952;SULFATE DE BLÉOMYCINE;SA;;;
55004;BLÉOMYCINE;ST;;;
6;ACIDE L-ASPARTIQUE;SA;;;
477;L-CYSTÉINE;SA;;;
563;L-LYSINE;SA;;;
46395;CHLORHYDRATE DE L-ORNITHINE;SA;;;
7239;LACTITOL MONOHYDRATÉ;SA;;;
59859;SUCCINICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
64251;FAMCICLOVIR;SA;;;
2443;NICLOSAMIDE;SA;;;
57319;CALCAREA PICRATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
58782;VIRUS DE L'ENCÉPHALITE JAPONAISE INACTIVÉ, SOUCHE SA(14)-14-2 ;SA;;;
489;CHLORHYDRATE DE CHLORPROMAZINE;SA;;;
3673;ACÉTATE DE DEXAMÉTHASONE;SA;;;
44437;ROPIVACAÏNE;ST;;;
77898;IOVERSOL;SA;;;
61112;ÉSOMÉPRAZOLE MAGNÉSIUM TRIHYDRATÉ;SA;;;
2974;SALICYLATE DE DIÉTHYLAMINE;SA;;;
4557;AESCINE;SA;;;
88245;BROMURE DE TIOTROPIUM MONOHYDRATÉ;SA;;;
6197;TRIPTORÉLINE;SA;;;
17513;TARENTULA HISPANA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
91140;FUMARATE DE TÉNOFOVIR ALAFÉNAMIDE;SA;;;
97242;BICTÉGRAVIR;ST;;;
98937;TÉNOFOVIR ALAFÉNAMIDE;ST;;;
99145;BICTÉGRAVIR SODIQUE;SA;;;
29318;IMMUNOGLOBULINE DE LAPIN ANTI-THYMOCYTES HUMAINS;SA;;;
74810;SYMPHYTUM, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
23796;CORYLUS AVELLANA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
59700;CILASTATINE;ST;;;
69055;MIGALASTAT;ST;;;
85055;CHLORHYDRATE DE MIGALASTAT;SA;;;
30981;NICOTINE (CATIORÉSINE CARBOXYLATE DE);SA;;;
767;ACIDE CHOLIQUE;SA;;;
1178;L-ARGININE;ST;;;
4148;CHLORHYDRATE DE L-ARGININE;SA;;;
76556;PENTÉTRÉOTIDE;SA;;;
14159;INDIUM [111 IN] (CHLORURE D');SA;;;
4099;THUYA (TEINTURE DE);SA;;;
82348;PAZOPANIB;ST;;;
87477;PAZOPANIB (CHLORHYDRATE DE);SA;;;
5209;ACÉTONIDE DE TRIAMCINOLONE;SA;;;
4179;DIPROPIONATE DE BÉCLOMÉTASONE ANHYDRE;SA;;;
1796;ÉTAMSYLATE;SA;;;
461;CLOBAZAM;SA;;;
5845;CARDINE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
53714;ORNITHOGALUM UMBELLATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
9706;CALCIUM (CHLORURE DE) CRISTALLISÉ;SA;;;
358;TROPICAMIDE;SA;;;
4768;BLEU PATENTÉ V SODIQUE;SA;;;
41804;GADOBÉNATE DE DIMÉGLUMINE;SA;;;
94866;ACIDE GADOBÉNIQUE;ST;;;
40054;VINORELBINE BASE;ST;;;
66304;TARTRATE DE VINORELBINE;SA;;;
57905;ARTERE CORONAIRE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
48800;FLUOXÉTINE;ST;;;
702;STANNEUX (FLUORURE);SA;;;
97272;SODIUM (MÉDRONATE DE);SA;;;
22546;THALLIUM [201 TL] (CHLORURE DE);SA;;;
374;ÉRYTHROMYCINE (ÉTHYLSUCCINATE D');SA;;;
78279;CASPOFUNGINE (ACÉTATE DE) ;SA;;;
93227;LÉTERMOVIR;SA;;;
31694;FER FERRIQUE;ST;;;
61545;OXYHYDROXYDE SUCROFERRIQUE;SA;;;
908;CANTHARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
64892;EBERTHINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
35644;CHININUM SULFURICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
34673;ACALYPHA INDICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
83165;ÉSOMÉPRAZOLE MAGNÉSIQUE;SA;;;
37596;ANTIGÈNE DE BORDETELLA PERTUSSIS : PERTACTINE;SA;;;
62411;ANTIGÈNE DE BORDETELLA PERTUSSIS : HÉMAGGLUTININE FILAMENTEUSE ;SA;;;
95887;ANTIGÈNE DE BORDETELLA PERTUSSIS : ANATOXINE ;SA;;;
80755;PHOSPHATE DE TÉNOFOVIR DISOPROXIL;SA;;;
44872;DISQUES VERTÉBRAUX POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5139;QUININE (BENZOATE DE);SA;;;
70530;TILMANOCEPT;SA;;;
19473;BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
55261;BADIAGA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
29456;TEZACAFTOR;SA;;;
59696;GANCICLOVIR;SA;;;
23234;SACCHAROMYCES BOULARDII CNCM I-745;SA;;;
30158;CROSPOVIDONE;SA;;;
13551;LILIUM TIGRINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
30182;ALETRIS FARINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
95550;CALTHA PALUSTRIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3507;CHLORHYDRATE DE PRILOCAÏNE;SA;;;
1525;COLÉCALCIFÉROL;ST;;;
158;GIROFLE (HUILE ESSENTIELLE DE);SA;;;
4723;PIMENT DE LA JAMAÏQUE (HUILE ESSENTIELLE DE);SA;;;
5453;SALICYLATE DE MÉTHYLE;SA;;;
5095;POTASSIUM (TARTRATE DE) NEUTRE;SA;;;
3782;CAMPHOSULFONATE DE CODÉINE;SA;;;
76703;LUTROPINE ALFA ;SA;;;
75140;IBRUTINIB;SA;;;
87041;COLON POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3683;JABORANDI POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
69;BÉTAÏNE;SA;;;
27775;RILPIVIRINE;ST;;;
94011;CHLORHYDRATE DE RILPIVIRINE;SA;;;
313;TRIAMTÉRÈNE;SA;;;
2350;MÉTHYCLOTHIAZIDE;SA;;;
3037;TIRATRICOL;SA;;;
50073;SOMATORÉLINE BASE;ST;;;
83813;SOMATORÉLINE (ACÉTATE DE);SA;;;
73427;DEXTROMÉTHORPHANE BASE;SA;;;
29848;SCOPOLAMINE;SA;;;
10600;MALATHION;SA;;;
5007;MÉQUITAZINE;SA;;;
54619;CARBO ANIMALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
20134;EPIPHYSE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1755;CHLORHYDRATE DE DOXÉPINE;SA;;;
19558;DOXÉPINE;ST;;;
39061;UMÉCLIDINIUM;ST;;;
42752;BROMURE D'UMÉCLIDINIUM;SA;;;
33777;PENICILLIUM CANDIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
70369;AMMONIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
69676;INSULINE ASPARTE ;SA;;;
54203;ALDOSTÉRONE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
31309;CARBONEUM SULFURATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
89413;ANGELICA SYLVESTRIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1745;DISOPYRAMIDE;SA;;;
23251;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE Y CONJUGUÉ À L'ANATOXINE TÉTANIQUE;SA;;;
35406;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE A CONJUGUÉ À L'ANATOXINE TÉTANIQUE;SA;;;
56010;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE C CONJUGUÉ À L'ANATOXINE TÉTANIQUE ;SA;;;
78606;POLYOSIDE DE NEISSERIA MENINGITIDIS DE GROUPE W-135 CONJUGUÉ À L'ANATOXINE TÉTANIQUE;SA;;;
503;CÉFALOTINE SODIQUE;SA;;;
63303;CÉFALOTINE;ST;;;
8171;ETHYLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
905;SODIUM (SULFATE DE) ANHYDRE;SA;;;
19022;SODIUM-DIHYDROGÈNE PHOSPHATE ANHYDRE;SA;;;
160;HUILE ESSENTIELLE DE MENTHE POIVRÉE;SA;;;
1786;ESTRADIOL;SA;;;
41617;ERBIUM [169 ER] (CITRATE D');SA;;;
2258;PROPRANOLOL (CHLORHYDRATE DE);SA;;;
29442;POTASSIUM (CLAVULANATE DE);SA;;;
45849;ÉPOÉTINE THÊTA ;SA;;;
53851;N,N'-ÉTHYLÈNE-(L,L)-DICYSTÉINE;SA;;;
94707;NITRATE DE SERTACONAZOLE;SA;;;
8554;SODIUM (PERTECHNÉTATE [99M TC] DE);ST;;;
84393;SODIUM (MOLYBDATE (VI) [99 MO] DE);SA;;;
37973;RIVASTIGMINE BASE;SA;;;
80958;BENRALIZUMAB ;SA;;;
22748;RIFAMPICINE SODIQUE;SA;;;
24498;SCROFULARIA NODOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2160;ACIDE FUSIDIQUE;SA;;;
41859;ACIDE FUSIDIQUE ANHYDRE;ST;;;
4963;DIISÉTIONATE D'HEXAMIDINE;SA;;;
545;ACÉTATE D'HYDROCORTISONE;SA;;;
33763;TÉDUGLUTIDE ;SA;;;
7649;SALVIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
75247;NATRUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
28206;BELLIS PERENNIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
934;ÉTIFOXINE (CHLORHYDRATE D');SA;;;
26617;EQUISETUM ARVENSE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
738;CHLORHYDRATE DE DOBUTAMINE;SA;;;
74569;DOBUTAMINE BASE;ST;;;
1137;LUPULINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
25360;MAGNÉSIUM (CARBONATE DE) LOURD;SA;;;
79569;MAGNÉSIUM (OXYDE DE) LÉGER;SA;;;
98774;ZINC (CITRATE DE) TRIHYDRATÉ;SA;;;
7436;BISOPROLOL (HÉMIFUMARATE DE);SA;;;
96;HYDROXYDE DE POTASSIUM;SA;;;
1044;GLUTAMIQUE (ACIDE);SA;;;
62942;BOTULIQUE (TOXINE) TYPE B ;SA;;;
917;PHOSPHATE DE CLINDAMYCINE;SA;;;
18380;CHLORHYDRATE DE CARTÉOLOL;SA;;;
54300;AVAPRITINIB;SA;;;
71439;CHINA RUBRA, DECOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4596;ANTHEMIS NOBILIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
26772;CANGRÉLOR TÉTRASODIQUE;SA;;;
54502;CANGRÉLOR;ST;;;
60091;OSÉLTAMIVIR (PHOSPHATE D');SA;;;
75550;JUGLANS CINEREA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
16749;ALBUMINE HUMAINE SÉRIQUE (SOLUTION D');SA;;;
24414;FOLLICULINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
44517;LAC CANINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
82477;MYCOPHÉNOLATE MOFÉTIL (CHLORHYDRATE DE);SA;;;
1525;COLÉCALCIFÉROL;SA;;;
4305;FLUORESCÉINE SODIQUE;SA;;;
511;SULFATE FERREUX;SA;;;
19034;MÉPOLIZUMAB ;SA;;;
13229;SPONGIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
678;WARFARINE SODIQUE;SA;;;
60861;EXTRAIT SEC DE CHARDON MARIE;SA;;;
5363;SÉLÉNIUM;ST;;;
59533;VALÉRIANE (RACINE DE) (EXTRAIT SEC DE);SA;;;
3089;IODURE DE SODIUM;SA;;;
4456;GLUCONATE DE ZINC TRIHYDRATÉ;SA;;;
4905;GLUCONATE FERREUX DIHYDRATÉ;SA;;;
8190;CHROMIQUE (CHLORURE) HEXAHYDRATÉ;SA;;;
12123;BROMUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2993;LOBELIA INFLATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
29418;VERATRUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
29717;VIOLA ODORATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
29853;THYMUS VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
40477;GINKGO (FEUILLE DE) (EXTRAIT SEC DE);SA;;;
12294;PALLADIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
4760;SODIUM (MONOFLUOROPHOSPHATE DE);SA;;;
24982;ALENDRONATE DE SODIUM TRIHYDRATÉ;SA;;;
1578;CHLORHYDRATE DE DAUNORUBICINE;SA;;;
54643;DAUNORUBICINE;ST;;;
1206;AMBRA GRISEA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2283;BROMURE DE PYRIDOSTIGMINE;SA;;;
79988;ÉRYSIMUM (EXTRAIT SEC D');SA;;;
1356;ABEILLE (VENIN D');SA;;;
355;TRIMÉBUTINE (MALÉATE DE);SA;;;
95311;IDURSULFASE ;SA;;;
92375;AVANAFIL;SA;;;
4179;DIPROPIONATE DE BÉCLOMÉTASONE;ST;;;
42794;DIPROPIONATE DE BÉCLOMÉTASONE MONOHYDRATÉ;SA;;;
20676;PROTÉINE DIPHTÉRIQUE CRM197;SA;;;
99920;OLIGOSIDE DE NEISSERIA MENINGITIDIS (SOUCHE C11) GROUPE C CONJUGUÉ À LA PROTÉINE CRM-197 DE CORYNEBACTERIUM DIPHTERIAE;SA;;;
29250;CITALOPRAM (BROMHYDRATE DE);SA;;;
23362;BETULA ALBA, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
63203;INFLUENZINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3691;GUAÏFÉNÉSINE;SA;;;
47224;CUCURBITA PEPO POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
70453;DÉGARÉLIX;ST;;;
93978;DÉGARÉLIX (ACÉTATE DE);SA;;;
18012;FLUORURE (18F) DE SODIUM;SA;;;
1411;PARACHLOROMÉTACRÉSOL;SA;;;
4134;ALLANTOÏNE;SA;;;
31969;CRISANTASPASE ;SA;;;
16617;MYRTUS COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
5481;TRIMIPRAMINE (MALÉATE ACIDE DE);SA;;;
85758;TRIMIPRAMINE BASE;ST;;;
90014;MATÉ (FEUILLES DE) (POUDRE DE);SA;;;
5333;CHLORHYDRATE DE PROMÉTHAZINE;SA;;;
4910;FACTEUR VIII DE COAGULATION HUMAIN ;SA;;;
15954;INDINAVIR BASE;ST;;;
67519;INDINAVIR (SULFATE D');SA;;;
10321;ATROPINE;ST;;;
66219;CHLORHYDRATE DE FEXOFÉNADINE;SA;;;
17723;OLANZAPINE;ST;;;
43719;OLANZAPINE (PAMOATE D') MONOHYDRATÉ;SA;;;
3008;DL-LYSINE (MONOCHLORHYDRATE DE);SA;;;
40617;MAGNÉSIUM (ASPARTATE DE) DIHYDRATÉ;SA;;;
1182;SODIUM (ASCORBATE DE);SA;;;
328;MÉSILATE DE BROMOCRIPTINE;SA;;;
92297;BROMOCRIPTINE BASE;ST;;;
3149;AMILORIDE (CHLORHYDRATE D') HYDRATÉ;SA;;;
96013;CHLORHYDRATE D'AMILORIDE ANHYDRE;ST;;;
96774;ZINC (ACÉTATE DE) DIHYDRATÉ;SA;;;
73376;RHUBARBE (RACINE DE) (EXTRAIT SEC DE);SA;;;
20668;CHLORHYDRATE DE RÉMIFENTANIL;SA;;;
85750;RÉMIFENTANYL;ST;;;
58995;YUCCA FILAMENTOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
25487;FLAVOXATE (CHLORHYDRATE DE);SA;;;
26622;ACIDE 5-AMINOLÉVULINIQUE;ST;;;
62546;CHLORHYDRATE DE L'ACIDE 5-AMINOLÉVULINIQUE;SA;;;
10644;RICINUS COMMUNIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
65445;BUSSEROLE (FEUILLE DE) (EXTRAIT SEC DE);SA;;;
4176;FLUOCORTOLONE (CAPROATE DE);SA;;;
4805;CINCHOCAÏNE (CHLORHYDRATE DE);SA;;;
4909;FLUOCORTOLONE (PIVALATE DE);SA;;;
5760;TARTRATE DE CYAMÉPROMAZINE;SA;;;
49064;ÉRÉNUMAB ;SA;;;
62163;CEANOTHUS AMERICANUS SICCUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
43390;MERCURIUS BI-IODATUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
17129;ERIGERON CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1378;D-PHÉNOTHRINE;SA;;;
28293;NOMÉGESTROL (ACÉTATE DE);SA;;;
1662;CITRATE DE DIÉTHYLCARBAMAZINE;SA;;;
38299;DIÉTHYLCARBAMAZINE;ST;;;
62904;CHLORHYDRATE DE GRANISÉTRON;SA;;;
93168;GRANISÉTRON BASE;ST;;;
817;VALÉRATE DE DIFLUCORTOLONE;SA;;;
4475;CHLORHYDRATE DE PAPAVÉRINE;SA;;;
49570;PETASITES OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
43943;DISCI CERVICALES POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1121;CALCAREA ACETICA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
29539;FUCUS VESICULOSUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
35072;AMBROSIA ARTEMISIAEFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
97328;HISTAMINUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
62086;ALITRÉTINOÏNE;SA;;;
82984;CHELIDONIUM MAJUS, DIGESTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
81834;TIBOLONE;SA;;;
952;HYDROGÉNOFUMARATE DE KÉTOTIFÈNE;SA;;;
75106;BLATTA ORIENTALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
1006;ACÉTAZOLAMIDE;SA;;;
54667;RIFAXIMINE;SA;;;
4503;CHLORHYDRATE DE KÉTAMINE;SA;;;
18747;KÉTAMINE;ST;;;
414;BISMUTH (SOUS-SUCCINATE DE);SA;;;
55294;BISMUTH;ST;;;
28310;ANGUSTURA VERA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
82447;DABIGATRAN ÉTEXILATE BASE;ST;;;
83321;DABIGATRAN ÉTEXILATE (MÉSILATE DE);SA;;;
1785;ÉRYTHROMYCINE;ST;;;
26259;LACTOBIONATE D'ÉRYTHROMYCINE;SA;;;
60707;IMATINIB BASE;ST;;;
68227;IMATINIB (MÉSILATE D');SA;;;
515;FLAVODATE-DISODIQUE;SA;;;
32500;VARDÉNAFIL (MONOCHLORHYDRATE DE) TRIHYDRATÉ;SA;;;
85578;ACIDE CARGLUMIQUE;SA;;;
24504;DAMIANA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
63691;VESICULE BILIAIRE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
26370;DIOPSIDE POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
93935;ÉTRAVIRINE;SA;;;
4262;POLYSORBATE 80;SA;;;
35812;BENZODODÉCINIUM (BROMURE DE) ANHYDRE;ST;;;
71938;BENZODODÉCINIUM (BROMURE DE) HYDRATÉ;SA;;;
78225;ELAPS CORALLINUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
2142;LITHIUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
25312;PTELEA TRIFOLIATA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3610;TROPATÉPINE (CHLORHYDRATE DE);SA;;;
3192;CUIVRE (GLUCONATE DE);SA;;;
21368;VERATRUM ALBUM, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
60094;CHAMOMILLA VULGARIS, RADIX, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
249;GENTIANA LUTEA POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
30843;BERBERIS VULGARIS FRUCTUS POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
459;CALCIUM ÉDÉTATE DE SODIUM;SA;;;
18884;ALUMEN POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
3390;MAGNÉSIUM (GLUCONATE DE);SA;;;
85992;SEROTONINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SA;;;
