CodeCIS;VoiesAdministration
66595239;orale
65410328;orale
64895526;orale
64853979;orale
64202242;orale
63280786;intraveineuse
62257471;orale
63387090;orale
67719654;orale
66187344;orale
62034970;orale
64873309;intraveineuse
63790127;intraveineuse
67490401;orale
63973299;orale
63896963;orale
61101010;orale
64544018;orale
62731574;orale
66350332;orale
60670457;orale
64891296;orale
60065294;orale
64121178;orale
62541436;orale
60616687;intraveineuse
61209648;cutanée
63425566;sous-cutanée
60399002;cutanée
67017786;orale
67770378;orale
61754805;orale
61158602;orale
63734096;orale
69159193;orale
69767594;orale
66280930;orale
68429807;intraveineuse
64849984;orale
68234981;orale
66123644;orale
65085849;orale
68849298;orale
64762433;orale
67226661;orale
68803920;orale
63807135;orale
61304982;intraveineuse
68787715;orale
67217826;orale
66142228;orale
61400596;orale
66661454;orale
60170046;orale
65701216;orale
69867452;orale
66534880;intraveineuse
60475749;orale
61784054;orale
62771825;orale
69355295;orale
67806479;orale
62541023;orale
69549916;orale
61730170;orale
64436633;orale
66266717;orale
64503085;orale
69411153;orale
62772966;orale
67755020;orale
62013136;orale
69546215;orale
65335982;orale
66665285;orale
68830091;orale
67742980;orale
64454154;intraveineuse
67218807;orale
67975696;orale
65678689;orale
65370563;orale
68155441;orale
65089573;orale
63069892;intraveineuse
66125677;orale
69252719;orale
62688710;orale
65765012;orale
67034675;orale
64207990;orale
63187008;orale
65418129;orale
65621649;orale
68249079;orale
60091086;orale
66937792;orale
69085184;orale
64290776;orale
67165233;orale
66007981;orale
63107752;orale
67888330;orale
61858273;orale
64691502;orale
62909621;orale
64606306;orale
66400810;orale
67445776;orale
68957758;orale
65881579;orale
65827097;orale
63399979;orale
64635076;orale
64409077;orale
62110311;orale
69722236;orale
60009573;orale
66384797;orale
61621858;orale
61860121;orale
60759678;orale
67658589;orale
69323970;orale
64169778;orale
60632638;orale
67174823;orale
63407301;cutanée
61348217;orale
60911901;cutanée
61897358;cutanée
61484295;cutanée
66688184;orale
66035518;orale
64095833;orale
62909137;orale
61724146;orale
68644051;orale
62426804;cutanée
63278194;cutanée
61011680;cutanée
68401010;orale
66238671;orale
66729097;orale
65539814;orale
63369053;orale
64141483;orale
66680127;dentaire
69798127;voie buccale autre
64941258;orale
66275029;orale
65320578;orale
64854287;orale
60524064;orale
66176497;orale
69188939;orale
60945451;orale
63808123;orale
65668830;orale
60546662;orale
69314170;orale
64657756;orale
61970183;intraveineuse
69279221;intraveineuse
67061971;intraveineuse
67218579;orale
65935062;sublinguale
61388877;orale
67960089;cutanée
61869501;cutanée
69341484;orale
69466776;orale
66703316;orale
67580464;voie buccale autre
67670627;voie buccale autre
61378655;orale
65095099;voie buccale autre
66856803;orale
65579730;orale
67298721;intraveineuse
64247839;cutanée
68001856;nasale
66332028;nasale
67747504;intraveineuse
68575185;intraveineuse
67678175;intraveineuse
62083608;intraveineuse
64115983;intraveineuse
63163224;intraveineuse
64837010;intraveineuse
67042907;sous-cutanée
67134227;sous-cutanée
64839577;sous-cutanée
64347476;sous-cutanée
62176699;orale
61553026;sous-cutanée
64847677;sous-cutanée
61378153;sous-cutanée
67695203;orale
66412702;orale
61156252;orale
66929607;intraveineuse
66050160;intraveineuse
66053847;intraveineuse
61483364;intraveineuse
62103459;intraveineuse
66335088;intraveineuse
67768231;intraveineuse
69681070;intraveineuse
65662126;intraveineuse
64840348;intraveineuse
61543078;intraveineuse
66752509;intraveineuse
65319049;intraveineuse
60243544;intramusculaire
65922570;intramusculaire
63051613;cutanée
61423246;inhalée
64241398;inhalée
66357483;orale
66154593;orale
69694541;rectale
61951546;rectale
62217530;orale
62289729;orale
69811279;intramusculaire
60957852;intrathécale
60607503;inhalée
65902500;orale
66315349;orale
68156358;orale
66858302;orale
67025669;orale
67901144;orale
60127671;orale
61391268;orale
63158775;cutanée
69232606;cutanée
61866277;cutanée
69387574;intraveineuse
60938745;intraveineuse
67877476;sous-cutanée
64102427;sous-cutanée
63011177;sous-cutanée
64458989;sous-cutanée
67231270;orale
60420681;intraveineuse
66286285;orale
68355716;orale
68159048;orale
61947423;orale
68145550;orale
68685055;orale
60116810;orale
67657505;orale
61396468;orale
61126679;orale
66463077;orale
63276866;orale
68762014;orale
66545186;orale
66485102;orale
64863980;orale
67102090;orale
67727277;orale
69905807;orale
64502115;orale
67607160;orale
69385242;orale
68655546;orale
60386859;orale
63126101;orale
66900840;orale
69982223;orale
64283066;orale
69931595;orale
63987249;orale
69699257;orale
67026340;orale
65119657;orale
67613590;orale
63177067;orale
61734749;orale
60124472;orale
68903408;orale
62531709;orale
62860633;orale
60804917;orale
63054463;orale
68392419;orale
67871167;orale
61342926;orale
66557701;orale
64188522;orale
68243770;orale
62484049;orale
65755751;orale
64641015;orale
62897959;orale
63237361;orale
63371588;orale
62640879;orale
65229114;orale
60018896;orale
62525040;orale
60479345;orale
66233813;orale
67811024;orale
61201498;orale
69515077;orale
63531676;orale
63681957;orale
62846046;orale
69912100;orale
64419210;orale
60844865;orale
68351486;orale
61743004;orale
67102368;orale
67299595;orale
60555889;orale
63321667;orale
60722288;orale
62202037;orale
61782427;orale
68627340;orale
67727640;orale
65770931;orale
66537392;orale
63152128;orale
60270712;orale
68462974;orale
60514928;orale
64268979;orale
63870331;orale
64658210;orale
66001099;orale
69393253;orale
65658398;orale
65781027;orale
63381461;orale
63638906;orale
65482612;orale
68074594;intraveineuse
67901048;intraveineuse
61684869;intraveineuse
68491709;intracoronaire
60912227;intraveineuse
65154252;orale
60074432;orale
60079721;orale
60200678;orale
60263461;orale
60953665;orale
61679256;orale
61743292;orale
62695740;orale
63398507;orale
64472177;orale
65788274;orale
66515809;orale
68830999;orale
62108292;orale
62459626;orale
66999185;orale
67201409;orale
67469962;orale
65639939;nasale
68572748;intraveineuse
60021216;orale
63664299;orale
64424727;inhalée
63427179;cutanée
67051009;intramusculaire
66495776;orale
61672952;orale
67589940;cutanée
61685323;cutanée
65063233;cutanée
62326387;cutanée
66977744;cutanée
66108628;cutanée
69313759;sublinguale
65147126;vaginale
63094632;vaginale
66313024;vaginale
69026168;vaginale
66294104;orale
64395574;cutanée
64485833;cutanée
65182668;orale
68921769;cutanée
69646945;intramusculaire
69764032;orale
60323481;orale
65514145;intraveineuse
68856759;intraveineuse
69858332;intraveineuse
60958210;intraveineuse
63811361;intraveineuse
61111570;intraveineuse
66769558;intraveineuse
67178992;sous-cutanée
63806777;sous-cutanée
68589847;orale
65474188;rectale
63976822;rectale
66105571;orale
62066822;orale
66482348;orale
61861910;orale
67235518;orale
60399956;orale
64052764;orale
65632624;orale
68694175;orale
61788266;intramusculaire
61756101;intraveineuse
60617020;intraveineuse
60046529;orale
64378475;rectale
63477424;rectale
68031874;orale
61421786;orale
61493903;intraveineuse
63961902;intraveineuse
68213528;orale
67499763;orale
63809702;cutanée
68828293;cutanée
66581905;orale
61212968;cutanée
69931047;cutanée
66845803;cutanée
62000384;orale
67956379;intraveineuse
64119056;hémodialyse
68174324;vaginale
60239706;vaginale
66771751;orale
65655224;orale
68509057;intrapéritonéale
65573834;intrapéritonéale
69540251;intrapéritonéale
68120650;intrapéritonéale
61387280;intrapéritonéale
67998759;intrapéritonéale
65047243;intrapéritonéale
61274635;intrapéritonéale
68874789;intrapéritonéale
69123770;intrapéritonéale
65810824;intrapéritonéale
67320527;intrapéritonéale
60993898;orale
68782718;orale
62489092;cutanée
60408405;intraveineuse
69442540;orale
69021146;cutanée
66461069;cutanée
68853923;orale
69930917;orale
64801950;orale
65125261;orale
68023589;orale
66866548;cutanée
65079764;cutanée
66769608;orale
65980837;cutanée
61747650;cutanée
68914027;orale
66758647;ophtalmique
60175972;ophtalmique
67965862;cutanée
61818407;orale
67803141;orale
60118971;orale
67771462;orale
65466316;orale
67458161;orale
67907108;orale
64613927;cutanée
62156084;cutanée
60251352;intramusculaire
67770677;intramusculaire
60284142;intramusculaire
67928013;intraveineuse
66252571;intraveineuse
61008378;intraveineuse
66739814;intraveineuse
62380285;intraveineuse
64130978;intraveineuse
64554051;intraveineuse
63455004;intraveineuse
63803382;intraveineuse
63012514;intraveineuse
67101191;intraveineuse
67909536;intraveineuse
62057517;orale
69610283;orale
69069251;intramusculaire
62000861;intramusculaire
62444026;orale
69009763;orale
62801026;orale
62393891;orale
60950103;orale
61732118;orale
62287735;orale
66986355;orale
69774158;orale
66837265;orale
66454982;orale
68659391;orale
69052120;orale
62096096;orale
62408891;intramusculaire
62290603;orale
65592763;orale
69721369;intramusculaire
67785736;orale
69482905;orale
65832411;nasale
60507702;cutanée
65834743;cutanée
69454261;intraveineuse
64585940;cutanée
60581211;inhalée
61593693;cutanée
61088342;cutanée
67767535;orale
64090327;intraveineuse
69077294;intraveineuse
66134936;cutanée
67276600;cutanée
66989038;cutanée
60562855;orale
63564053;orale
62206181;intracoronaire
66988648;intramusculaire
60665360;sous-cutanée
69002701;intramusculaire
61349130;sous-cutanée
60803822;orale
66090030;cutanée
66494553;cutanée
61412919;orale
68650684;intramusculaire
68003939;cutanée
68415622;cutanée
61030264;cutanée
68852789;cutanée
61793046;cutanée
62760565;cutanée
64986431;orale
68865904;orale
66229252;intramusculaire
60614280;intramusculaire
64593595;cutanée
68627881;cutanée
61463881;cutanée
66039826;cutanée
62109992;orale
65570749;orale
65227405;intramusculaire
69592294;orale
69575220;orale
68286871;orale
63879490;cutanée
64563011;orale
66129490;auriculaire
66672707;cutanée
68739115;vaginale
66085108;vaginale
64478333;intraveineuse
65535851;intraveineuse
69828061;intraveineuse
63571101;intraveineuse
68377958;intraveineuse
68931884;orale
69242130;orale
63103939;orale
65216768;orale
62601470;cutanée
62325673;cutanée
63985038;cutanée
60489738;intraveineuse
69067955;intraveineuse
69565621;orale
61715282;orale
62056415;orale
62573868;cutanée
62425104;cutanée
64512668;orale
63474691;orale
69521735;orale
62713448;orale
65381200;orale
67003384;orale
64211572;orale
63689562;orale
68531000;intraveineuse
68050732;orale
68393396;orale
66678546;orale
61291531;orale
62292771;intraveineuse
62246140;cutanée
63762334;cutanée
64423162;cutanée
65096621;ophtalmique
66415164;cutanée
65570603;orale
63484283;orale
65693901;orale
68788824;sous-cutanée
64363384;sous-cutanée
60570108;sous-cutanée
65372863;orale
69023916;orale
61129497;orale
66500390;orale
67516383;orale
64689437;orale
61675795;orale
63489405;orale
65547280;orale
64264685;orale
65382505;orale
60949122;orale
61623204;orale
68947422;orale
63005092;orale
69716450;orale
67696401;orale
65335733;orale
64487282;orale
66203033;orale
68278928;orale
64810878;orale
61374393;orale
64503651;orale
63152181;orale
67461428;orale
60330636;orale
63610757;orale
68107539;orale
65361468;orale
63032883;orale
61650728;orale
67344026;orale
69214818;orale
61370516;orale
63141886;orale
62046798;orale
61696953;orale
60097203;orale
61923511;orale
62323042;orale
63186251;orale
69511004;orale
62610754;orale
68811073;orale
63662558;orale
63158412;orale
61624936;orale
69922952;orale
66605249;orale
69481162;orale
62182990;orale
68493418;orale
60896424;orale
66364570;orale
68669720;orale
69318400;orale
60619174;orale
63502945;orale
62952003;orale
65475443;orale
61202792;orale
60691768;orale
67255378;orale
68714222;orale
69798262;orale
64414658;orale
64842776;orale
61077666;orale
63911447;orale
62164533;orale
65663922;orale
61353972;orale
65628540;orale
61823920;orale
62145725;orale
67623129;orale
63964916;orale
60270452;orale
64059342;orale
63738721;orale
63555182;intraveineuse
66410968;orale
67890616;orale
62193983;orale
67086191;orale
62113528;orale
66545179;dentaire
67468771;dentaire
61335351;orale
65009278;orale
62597050;orale
66216486;orale
69666976;orale
63080629;orale
61539350;orale
66730562;orale
69864424;orale
65788737;orale
67652611;orale
65424299;orale
64949002;orale
67411585;orale
69200035;orale
67537107;orale
66203873;orale
62743861;orale
65398438;orale
64233693;orale
66640556;orale
64793934;orale
66297189;orale
61093421;orale
65373285;orale
60779182;orale
65163486;orale
61162248;orale
67187799;orale
68853282;orale
62171435;orale
62440298;orale
63552695;orale
65537934;orale
68830198;orale
62303075;orale
63464843;orale
66801059;orale
69836948;orale
60658330;orale
68075899;orale
69459098;orale
61400297;orale
64315076;orale
65453190;orale
61609343;orale
64849589;orale
61031964;orale
67613380;orale
67512883;orale
69960643;orale
66526816;orale
63919440;orale
60618841;orale
66077225;orale
65233550;orale
60848479;orale
62056600;orale
69185366;orale
64926509;orale
62289597;orale
60075452;orale
67873887;orale
63114750;orale
63897481;orale
66136175;orale
67243269;orale
62285549;orale
64142852;orale
65545646;orale
66869373;orale
62810178;orale
68934211;orale
67714810;orale
68774365;orale
64957725;orale
64386148;orale
63752144;orale
64665888;orale
62613519;orale
61375837;orale
66511091;orale
64067620;orale
68374652;orale
64317561;orale
64748031;orale
68055697;orale
61998282;orale
65003528;orale
63473842;orale
66862998;orale
69047792;orale
61616875;orale
67610562;orale
69451945;orale
67838740;orale
63595091;orale
66029586;orale
64247383;orale
65982507;orale
64862526;orale
65454335;orale
63754960;orale
62852526;orale
66682740;orale
62669749;orale
69723053;orale
66110077;orale
60203546;orale
66145765;orale
64732162;orale
62201565;orale
68256084;orale
64723380;orale
66664062;orale
64991282;orale
66220723;orale
69133565;orale
69208950;orale
64402467;orale
65821614;orale
68414068;orale
67326252;orale
67300994;orale
66090023;orale
66587954;orale
60805346;orale
66802385;orale
69277601;orale
60165394;orale
65565474;orale
66771694;orale
64749749;orale
68398945;orale
61954421;orale
60061602;orale
62767168;orale
69656583;orale
69075101;orale
68615772;orale
62249492;orale
60912259;orale
69365019;orale
65282234;orale
63389216;orale
69967100;orale
66410690;orale
67973656;orale
67351273;orale
66195309;orale
60761704;orale
61634962;orale
65708883;orale
61234174;orale
62599681;orale
69399555;orale
69158248;orale
61911861;orale
62768099;orale
68382834;orale
66304210;orale
67893740;orale
65578557;orale
60992522;orale
69673433;orale
62968616;intramusculaire
64421236;intracervicale
63870751;orale
63423024;orale
60375930;orale
67786749;intramusculaire
68133651;orale
67334530;orale
64591854;intraveineuse
67601314;orale
62944394;intraveineuse
60250567;sous-cutanée
62744949;sous-cutanée
65531319;sous-cutanée
60455789;sous-cutanée
68645071;sous-cutanée
64906111;sous-cutanée
66429153;sous-cutanée
62633767;voie buccale autre
64478874;orale
63216342;orale
60235768;orale
67875450;orale
67128815;orale
63372843;orale
66495139;intrathécale
67084087;orale
67428136;orale
61306809;dentaire
65983107;dentaire
66854318;orale
63209974;orale
63036718;orale
62789435;intraveineuse
62786040;intraveineuse
68968199;orale
62684103;orale
65529325;rectale
61729093;intramusculaire
60845305;cutanée
66824638;orale
63036351;cutanée
61896473;intramusculaire
69869147;hémodialyse
62278056;hémodialyse
68369993;orale
60560224;orale
61842988;orale
61217495;orale
69467344;orale
68460165;orale
62946452;intraveineuse
61952527;orale
63501124;orale
65250375;orale
67952249;orale
67682298;orale
69316449;orale
65249056;orale
69022853;orale
60771794;intramusculaire
66663448;orale
67899241;orale
66771790;orale
62960085;intraveineuse
65146412;rectale
68566033;intramusculaire
67225100;orale
68592067;orale
65310178;orale
63393104;orale
68025857;orale
62075038;orale
66426680;orale
66156975;orale
63907395;intramusculaire
62767549;orale
60114485;cutanée
60211678;cutanée
67407099;cutanée
62684797;intramusculaire
66800719;orale
62678246;orale
68330403;orale
61217812;orale
63395596;orale
66737795;intraveineuse
62512491;orale
60940721;orale
69155907;intraveineuse
61258225;intraveineuse
69537216;intraveineuse
69190210;intraveineuse
63800055;intraveineuse
67511393;intraveineuse
67472606;intraveineuse
60307242;intraveineuse
63845762;orale
64197553;intraveineuse
61637983;intraveineuse
68745374;intraveineuse
64256891;sous-cutanée
67210778;orale
61644230;orale
67377300;orale
60580369;orale
60297517;vaginale
65043469;inhalée
60781984;inhalée
65541516;inhalée
65420621;inhalée
61115259;inhalée
64438716;inhalée
62347260;inhalée
66796758;inhalée
69518205;inhalée
62466193;inhalée
62788696;inhalée
69214519;inhalée
64541342;inhalée
64188732;inhalée
67439556;inhalée
62811974;inhalée
62354881;inhalée
61041232;inhalée
67419742;inhalée
68306249;inhalée
63558577;intraveineuse
66093051;intraveineuse
65407232;intraveineuse
60692610;intraveineuse
66110981;intraveineuse
65591412;intraveineuse
68749814;intraveineuse
62540042;intraveineuse
66701952;intraveineuse
62286195;intraveineuse
66617123;intraveineuse
66914174;intraveineuse
60340993;orale
65135519;orale
62403136;intraveineuse
63003440;orale
67122698;orale
66415335;orale
67954061;orale
63077978;orale
65667550;orale
61397883;orale
63520562;nasale
67857477;orale
63775876;orale
60750412;cutanée
63885956;intraveineuse
61601542;intramusculaire
60621264;vaginale
63145144;vaginale
68103252;intraveineuse
60037327;intraveineuse
68475847;cutanée
61716295;intraveineuse
61962852;orale
69699339;orale
67798840;cutanée
63213392;cutanée
66745781;inhalée
63729455;inhalée
61607132;inhalée
64959847;inhalée
65275357;inhalée
66210572;inhalée
60408330;inhalée
65281285;orale
65421374;orale
60935279;orale
61885224;orale
61956187;orale
69846180;orale
60242264;cutanée
64303889;cutanée
69792918;orale
68520477;orale
68740295;orale
67493319;cutanée
65773258;inhalée
66664532;inhalée
68441909;inhalée
65036357;inhalée
65546488;inhalée
65699548;cutanée
64164425;cutanée
67986283;intraveineuse
66078868;orale
66367100;orale
64482812;orale
60206154;orale
60424605;inhalée
60866491;inhalée
61141332;cutanée
60493811;orale
60117638;cutanée
64279769;orale
60887610;cutanée
62448341;sous-cutanée
65393373;intramusculaire
65214799;sous-cutanée
61358503;intramusculaire
60727755;sous-cutanée
60524840;orale
63377491;orale
67750468;orale
61662851;ophtalmique
69149943;orale
69019864;cutanée
63941426;orale
69494932;orale
63728481;orale
63938387;gingivale
63378561;gingivale
69483341;cutanée
63281870;orale
69669641;cutanée
60918130;cutanée
61159202;cutanée
67386609;cutanée
66305508;cutanée
68429472;intraveineuse
66036285;orale
67629484;orale
67361246;orale
68052014;intraveineuse
60382608;rectale
64588580;orale
68496649;orale
63814140;orale
60104893;cutanée
65691327;orale
62650834;orale
60078765;orale
64925631;orale
63373571;orale
68436082;orale
65692742;orale
66086110;orale
64633851;orale
61334872;orale
63121061;orale
65820455;orale
64420401;orale
60649235;orale
62925159;orale
66219105;orale
60624171;orale
65761302;orale
60490893;orale
61729702;orale
62346703;orale
61017701;orale
60985570;orale
69612658;orale
67701122;orale
66437367;orale
68967396;orale
67567958;orale
67567399;orale
62137575;orale
62333104;orale
60798791;orale
65983662;orale
68843886;orale
68198108;orale
67357301;orale
69054687;orale
62895812;orale
68541172;orale
68774283;orale
69995142;orale
60905955;orale
65509148;orale
63803457;orale
61168571;orale
60641690;orale
60455586;orale
67421017;orale
60568559;orale
62780450;orale
69447459;orale
62808227;orale
69777040;orale
61209018;orale
67872828;orale
68463193;orale
64289681;orale
65840002;intramusculaire
64168498;intramusculaire
69713550;orale
66182379;intramusculaire
61345705;intraveineuse
61118807;ophtalmique
63046819;orale
63940790;orale
69148567;intraveineuse
62560479;orale
68081208;cutanée
66525842;cutanée
62672656;inhalée
67089369;inhalée
61209203;inhalée
64397778;orale
60443801;orale
65336041;orale
60494895;orale
63965740;orale
66123498;orale
67462665;orale
62134839;orale
66387117;orale
63212397;orale
68832021;orale
64080062;orale
62984887;orale
64238676;orale
62880365;orale
64710550;orale
64546663;orale
66787677;orale
65637767;orale
64718440;orale
65777648;orale
61212982;orale
61305034;orale
61805185;orale
66477810;orale
61438974;orale
65031278;orale
63449026;orale
67263364;orale
66800338;intramusculaire
65269781;orale
65348773;orale
60139257;orale
68872279;orale
65903335;orale
67940065;intra-artérielle
61542325;orale
67760715;orale
69243410;orale
61192704;orale
67482059;orale
68001016;orale
67050747;orale
67392156;orale
62133146;cutanée
68359312;orale
63624696;orale
60049895;orale
68604085;orale
60759607;orale
65851454;orale
66487797;orale
62706489;orale
65797622;orale
65274629;orale
68929602;orale
67023052;orale
67705334;orale
60372197;orale
67791290;orale
66968706;orale
65671495;orale
62561175;orale
64227441;orale
61599041;orale
65322636;orale
60834757;orale
68953261;orale
67769949;orale
61945753;orale
66216041;orale
66555465;orale
60542920;orale
69827059;orale
65542746;orale
62403684;orale
64831477;orale
60914477;orale
64687386;orale
69758944;orale
63852657;orale
68537633;orale
69048652;orale
60168465;orale
69327214;orale
60180720;orale
63506242;orale
63647467;orale
69744389;orale
66177542;orale
63386309;orale
69846102;orale
60427163;orale
63586270;orale
69868248;orale
69888044;orale
65727136;orale
60185201;orale
66285105;orale
65583611;orale
69098705;orale
67418398;orale
62387714;orale
63191355;orale
66064313;orale
60489617;orale
60489841;orale
67722892;orale
61294933;orale
65862671;orale
65751183;orale
63845794;orale
66781603;orale
63169405;orale
67673274;cutanée
67516508;orale
60476630;orale
61838819;orale
60002504;orale
64593428;orale
69737836;orale
69382100;orale
62349845;orale
65812914;orale
62803066;orale
66333404;orale
61765417;orale
62200673;orale
69619243;orale
67872002;orale
63169145;orale
64940633;orale
65102309;orale
69010395;cutanée
69764527;cutanée
62469307;orale
61086964;sublinguale
60132654;cutanée
69171174;orale
64597615;orale
61752409;orale
65164182;orale
60384057;cutanée
65329997;cutanée
69307350;orale
62521323;intraveineuse
67004301;intraveineuse
68622560;intraveineuse
63670722;intraveineuse
69075222;intraveineuse
69211811;orale
62071552;orale
60203418;orale
65462218;orale
68885764;orale
64201902;orale
68099640;orale
66225439;orale
62240543;orale
62209971;orale
63729327;orale
61324159;orale
62725468;orale
61280428;orale
61195604;orale
65142848;orale
63593585;orale
66862610;orale
64316502;cutanée
62082043;cutanée
64091429;cutanée
60150015;gastro-entérale
64939766;orale
64093184;intraveineuse
62824950;intraveineuse
68861083;intraveineuse
68204461;intraveineuse
62217480;intraveineuse
62932118;intraveineuse
60274212;intraveineuse
62666240;orale
65659614;orale
62090595;sous-cutanée
63866728;sous-cutanée
68319944;sous-cutanée
62332372;sous-cutanée
68975699;sous-cutanée
62657978;sous-cutanée
66975533;sous-cutanée
69483042;sous-cutanée
60175591;sous-cutanée
62508169;sous-cutanée
65172663;intraveineuse
69948420;orale
64426863;sublinguale
60774438;sublinguale
67634830;sublinguale
62287354;sublinguale
61638238;sublinguale
65328888;rectale
60295046;rectale
67585504;rectale
62981909;intraveineuse
64968807;intraveineuse
60106606;intraveineuse
66743830;intraveineuse
60937230;intraveineuse
61389541;ophtalmique
62278227;intraveineuse
65639469;cutanée
61047826;cutanée
60150638;intramusculaire
64391519;sous-cutanée
67298244;sous-cutanée
65010266;sous-cutanée
60594326;sous-cutanée
64350636;orale
63476564;orale
61740809;inhalée
64122611;inhalée
64542736;intraveineuse
65453411;intraveineuse
64352719;intraveineuse
66128488;intraveineuse
68115596;intraveineuse
69040591;intraveineuse
63380434;intraveineuse
64994620;orale
61513124;orale
61601453;orale
63426077;orale
66660758;orale
65928057;orale
66998037;orale
68635974;intraveineuse
65213010;intraveineuse
60937287;intraveineuse
66923928;intraveineuse
67582262;intraveineuse
68279040;sous-cutanée
64428871;sous-cutanée
68950692;orale
67896156;cutanée
64954647;cutanée
68128273;orale
64371242;orale
63674254;orale
69628395;orale
67897322;orale
65323026;orale
67979189;orale
62717286;intraveineuse
63716917;orale
67392245;orale
61136926;orale
64735468;intraveineuse
67405194;orale
67724288;orale
64476332;orale
66638135;orale
64921540;orale
65926444;orale
61771085;orale
66319269;orale
65131823;orale
63763055;orale
61650361;orale
68139992;orale
63601861;orale
62154877;orale
66773421;orale
61446451;orale
66361930;orale
66765727;orale
60759685;orale
61211784;orale
63935220;orale
63152224;orale
63303758;orale
62031077;orale
60154017;orale
69259329;orale
66700754;orale
64778900;orale
62006750;orale
65677893;orale
61569137;orale
64300334;orale
61380446;orale
65594376;orale
64781540;orale
67184059;orale
63447025;orale
68841180;orale
60209531;orale
62826517;cutanée
60966449;sous-cutanée
67619892;intramusculaire
60397909;intraveineuse
61497951;orale
66695638;orale
66649523;orale
68209070;orale
67548121;orale
61553841;orale
62494787;orale
69016925;orale
69368969;intraveineuse
68279250;orale
65917317;orale
64680744;orale
64179637;orale
63815331;orale
63346396;orale
68604982;orale
69471136;orale
63947653;orale
68323818;intraveineuse
64642836;intraveineuse
65543887;intraveineuse
64610518;intraveineuse
61383855;orale
66095942;orale
62373038;cutanée
68553865;cutanée
64579649;intraveineuse
66786187;intraveineuse
67122310;intraveineuse
68283829;intraveineuse
65953509;intraveineuse
63450968;intraveineuse
60200938;intraveineuse
61724662;intraveineuse
63523416;intraveineuse
65115915;intraveineuse
63722806;intraveineuse
60132743;intraveineuse
69290545;orale
60524598;orale
63894243;orale
61718111;orale
68155950;orale
60917345;intramusculaire
66677526;intraveineuse
63112361;sous-cutanée
64929099;sous-cutanée
64701035;orale
68680154;inhalée
64050311;inhalée
63363997;orale
61584317;orale
60245253;orale
65786896;orale
67232333;orale
69470867;orale
65512525;orale
68425602;orale
63841924;orale
60757264;orale
67675236;orale
61736230;orale
61951699;orale
64653284;orale
69443966;orale
68301348;orale
66745660;orale
65263629;cutanée
62296848;orale
64272162;orale
64779564;voie buccale autre
69445376;orale
64947510;orale
63444050;orale
69317889;orale
69290698;nasale
69864367;nasale
61741918;nasale
64572074;nasale
69241765;orale
66238760;orale
60997900;orale
61617685;orale
62249357;nasale
66958014;nasale
66938150;nasale
64108234;orale
69449759;cutanée
62554049;cutanée
67835057;cutanée
68363727;cutanée
60005952;orale
68039586;cutanée
62468162;intramusculaire
68484547;intramusculaire
66365672;orale
69987245;cutanée
63060555;cutanée
61359427;sublinguale
69736225;orale
67103737;orale
63719984;cutanée
69081054;cutanée
67360094;cutanée
65574434;orale
61179660;intraveineuse
62893252;orale
60700320;orale
65583668;orale
67717315;orale
60408412;orale
67306591;orale
62405272;orale
69485463;cutanée
64174070;cutanée
63389718;orale
63529999;orale
64085981;orale
67876901;orale
63096551;intraveineuse
68760013;ophtalmique
63828371;ophtalmique
64208131;orale
63898512;orale
64542704;orale
68343016;orale
67869725;orale
60774228;orale
62883639;orale
62746359;orale
62883607;orale
63354432;orale
67617681;orale
64650740;orale
69070613;orale
66292199;orale
60951632;orale
69597074;orale
63943758;orale
64189866;orale
67032667;orale
69319897;orale
66879143;orale
62414855;orale
66404004;orale
69568222;orale
63644987;orale
69515643;intramusculaire
65940586;intraveineuse
64729522;intraveineuse
67390664;intraveineuse
68072077;intraveineuse
63540910;intraveineuse
66148284;intraveineuse
66564731;intraveineuse
60470798;intraveineuse
62904987;intraveineuse
66248181;nasale
65852428;orale
66887599;orale
67880440;orale
68859538;orale
66864885;orale
69825930;orale
62345448;orale
67902118;orale
62393941;orale
64234980;orale
62527340;orale
60630498;orale
63538286;orale
68004603;orale
62717806;orale
60582021;orale
61991793;orale
63819130;orale
64260929;orale
67816174;orale
61878240;orale
69654116;orale
68593411;orale
68639727;orale
69274765;orale
60335291;orale
68156080;orale
64822161;intracoronaire
66327091;orale
63605525;orale
69505147;orale
60260497;orale
69556750;orale
68878549;intramusculaire
68901873;intramusculaire
65893318;intramusculaire
67320609;orale
66546676;orale
64931673;orale
68291548;orale
68932559;orale
65335345;orale
65120702;orale
64714709;orale
65627926;orale
63149947;orale
69809723;orale
61511073;orale
65508466;orale
62505785;orale
65506020;orale
69311014;orale
60852538;orale
69276403;orale
68992346;orale
61252279;orale
61485002;orale
69673102;orale
67528535;orale
69997481;orale
63782319;orale
61090998;orale
60196945;orale
63762195;orale
67252364;orale
66315751;orale
69532685;orale
63997357;orale
69364180;orale
61451313;orale
62706119;orale
66390978;orale
68408122;orale
63728702;orale
66377660;orale
61015084;orale
61390351;orale
65225870;orale
66802129;orale
69203202;orale
61221166;orale
65158699;orale
63436769;orale
65587620;orale
68909592;orale
64942100;orale
60605064;orale
69677556;orale
65151509;orale
66172552;orale
65618215;orale
67402554;orale
63590105;orale
68633172;orale
60812134;orale
60608384;orale
61671836;orale
67971737;orale
60059081;orale
61810983;orale
64348400;orale
68808796;orale
69348361;orale
61578339;orale
63268887;orale
62500756;orale
61647575;orale
64979294;transdermique
