codeCIP7;libelle;prix;stockLogique;stockPhysique
2183789;plaquette(s) polyamide aluminium PVC-Aluminium de 14 comprimé(s);1,02;;
2183832;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);1,02;;
3887759;flacon(s) polypropylène de 20 comprimé(s);1,02;;
2772882;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
3013750;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 30 capsule(s);1,02;520;520
3017287;plaquette(s) PVC PVDC aluminium de 60 comprimé(s);1,02;;
3421044;plaquette(s) PVC-Aluminium de 30 comprimé(s);1,02;;
3668603;plaquette(s) PVC-Aluminium de 90 comprimé(s);2,76;;
3011498;plaquette(s) polyamide aluminium PVC-Aluminium de 4 comprimé(s);1,02;;
3011499;plaquette(s) polyamide aluminium PVC-Aluminium de 12 comprimé(s);2,76;;
4985582;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);1,02;;
2660611;plaquette(s) (ACLAR RX) polytrifluorochloroéthylène aluminium de 56 comprimé(s);1,02;;
3015948;plaquette(s) (ACLAR RX) polytrifluorochloroéthylène aluminium de 28 comprimé(s);1,02;;
3332754;1 flacon(s) polyéthylène de 200 dose(s) avec embout(s) buccal(aux) polypropylène;1,02;;
3438725;10 récipient(s) unidose(s) polyéthylène de 5 ml;1,02;;
3000119;3 plaquette(s) thermoformée(s) PVC de 10 comprimé(s);1,02;;
3817612;plaquette(s) thermoformée(s) polyamide aluminium PVC de 60 comprimé(s);1,02;;
3000968;24 sachet(s) papier de 1,7 g;1,02;520;520
3020460;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 7 gélule(s);1,02;520;520
3020461;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 21 gélule(s);1,02;520;520
3020657;1 tube(s) de 4 g;1,02;520;520
2203463;plaquette(s) polyamide aluminium PVC-Aluminium de 7 gélule(s);1,02;520;520
2203492;plaquette(s) polyamide aluminium PVC-Aluminium de 14 gélule(s);1,02;520;520
3834846;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);1,02;;
3850213;1 flacon(s) polyéthylène haute densité (PEHD) avec seringue(s) pour administration orale de 60 ml;1,02;;
3403589;60 récipient(s) unidose(s) polyéthylène de 0,5 ml;1,02;;
3854346;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
3854530;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);2,76;;
2773870;plaquette(s) PVC PVDC aluminium de 28 comprimé(s);1,02;;
2760979;tube(s) polypropylène de 20 comprimé(s);1,02;520;520
2760985;tube(s) polypropylène de 80 comprimé(s);1,02;520;520
3022275;Dispositif plastique de 60 récipients unidoses;1,02;;
5503399;1 flacon(s) en verre brun de 25 ml;1,02;520;520
5503400;1 flacon(s) en verre brun de 50 ml;1,02;520;520
5756369;1 flacon(s) en verre brun de 2 ml;1,02;520;520
5756375;1 flacon(s) en verre brun de 5 ml;1,02;520;520
5756381;1 flacon(s) en verre brun de 15 ml;1,02;520;520
5857426;1 flacon(s) en verre - 1 seringue(s) préremplie(s) en verre de 4 ml avec adaptateur(s) pour flacon;1,02;520;520
3003755;3 plaquette(s) thermoformée(s) PVC PVDC de 21 comprimé(s);1,02;;
3661274;2 poche(s) simples bicompartimenté(e)(s)/à 2 compartiments polypropylène polyamide SEBS : styrène-éthylène-butylène-styrène polyéthylène (CLEARFLEX) de 5,0 l avec Raccord Luer;1,02;520;520
3013336;1 flacon(s) polypropylène de 30 gélule(s);1,02;520;520
3099157;1 sachet(s) aluminium polyéthylène kraft de 100  g;1,02;520;520
4900059;1 flacon(s) polyéthylène de 100 ml;1,02;;
3763980;1 plaquette(s) PVC aluminium de 21 comprimé(s);1,02;520;520
3764005;3 plaquette(s) PVC aluminium de 21 comprimé(s);1,02;520;520
5503751;10 flacon(s) en verre de 15 ml contenant 1,048 g de poudre;1,02;520;520
5610401;10 flacon(s) en verre de 10 ml contenant 1,048 g de poudre;1,02;520;520
3015889;1 tube(s) laminé aluminium de 15 g;1,02;;
3349594;1 tube(s) aluminium verni de 15 g;1,02;;
3158575;1 tube(s) aluminium verni de 30 g;1,02;;
3023485;21 plaquette(s) prédécoupées unitaires OPA : polyamide orienté aluminium PVC-Aluminium  de 1 gélule(s);1,02;520;520
3696166;plaquette(s) polychlortrifluoroéthylène PVC-Aluminium de 30 comprimé(s);1,02;;
3909573;plaquette(s) polychlortrifluoroéthylène PVC-Aluminium de 90 comprimé(s);2,76;;
5671408;plaquette(s) polychlortrifluoroéthylène PVC-Aluminium de 50 comprimé(s);1,02;520;520
3841651;3 tube(s) polypropylène;1,02;520;520
3966045;2 tube(s) polypropylène;1,02;520;520
3903814;1 seringue(s) préremplie(s) en verre de 0,6 ml avec aiguille(s);1,02;;
3001151;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 14 comprimé(s);1,02;;
3001153;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 28 comprimé(s);1,02;;
3024344;1 flacon(s) en verre de 1 ml;1,02;;
3055875;1 ampoule(s) en verre de 1 ml avec seringue(s) polypropylène avec aiguille(s);1,02;;
5501641;5 flacon(s) en verre brun de 25 mg de de chlorhydrate de bendamustine;1,02;520;520
5501644;5 flacon(s) en verre brun de 100 mg de chlorhydrate de bendamustine;1,02;520;520
2162072;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
2162126;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);2,76;;
3202253;1 flacon(s) polyéthylène basse densité (PEBD) de 30  ml avec compte-gouttes polyéthylène basse densité (PEBD);1,02;;
2761039;1 flacon(s) en verre de 100 ml;1,02;;
3438458;7 cartouche(s) bicompartimentée(s) en verre avec seringue(s);1,02;;
3013657;1 flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);1,02;;
3468554;plaquette(s) PVC PVDC aluminium de 20 comprimé(s);1,02;;
3006654;flacon(s) en verre brun de 60 gélule(s) avec fermeture de sécurité enfant;1,02;;
2757517;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
2757569;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);2,76;;
3497610;1 flacon(s) de poudre en verre - 1 seringue(s) préremplie(s) de 1 ml de solvant en verre avec 2 aiguille(s);1,02;;
3498064;5 flacon(s) de poudre en verre - 5 seringue(s) préremplie(s) de 1 ml de solvant en verre avec 2 aiguille(s);1,02;520;520
3897999;plaquette(s) thermoformée(s) PVC-Aluminium de 5 comprimé(s);1,02;;
3898007;plaquette(s) thermoformée(s) PVC-Aluminium de 14 comprimé(s);1,02;;
3464421;plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 20 gélule(s);1,02;520;520
3398730;3 flacon(s) polyéthylène avec fermeture de sécurité enfant de 60 ml avec pulvérisateur polypropylène avec embout applicateur polypropylène (adaptable sur le pulvérisateur);1,02;520;520
3284601;1 tube(s) aluminium de 2 g ( abrogée le 22/10/2019);1,02;520;520
3284618;1 tube(s) aluminium verni de 10 g;1,02;520;520
5661025;1 bouteille(s) en acier, en aluminium ou en aluminium fretté(e) de 5 l munie d'un robinet en laiton avec raccord de sortie normalisé;1,02;520;520
5661031;1 bouteille(s) en acier, en aluminium ou en aluminium fretté(e) de 5 l munie d'un robinet en laiton avec manodétendeur, débilitre et prise normalisée;1,02;520;520
5661048;1 bouteille(s) en acier, en aluminium ou en aluminium fretté(e) de 15 l munie d'un robinet en laiton avec raccord de sortie normalisé;1,02;520;520
5661054;1 bouteille(s) en acier, en aluminium ou en aluminium fretté(e) de 15 l munie d’un robinet en laiton avec manodétendeur, débitlitre et prise normalisée;1,02;520;520
3015510;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);1,02;;
3676637;plaquette(s) thermoformée(s) aluminium de 10 comprimé(s);1,02;;
3017271;4 flacon(s) polytéréphtalate (PET) avec fermeture de sécurité de 100 ml;1,02;;
5548731;1 flacon(s) en verre avec un dispositif de filtration à usage unique;1,02;520;520
3881308;plaquette(s) PVC polyéthylène PVDC aluminium de 30 gélule(s);1,02;;
3009683;plaquette(s) aluminium de 60 comprimé(s);1,02;;
4900179;1 pilulier(s) polypropylène de 30 comprimé(s);1,02;;
4900180;3 pilulier(s) polypropylène de 30 comprimé(s);2,76;;
5649165;1 flacon(s) en verre;1,02;520;520
2680536;plaquette(s) PVC polyéthylène PVDC aluminium de 60 comprimé(s);1,02;;
3014692;plaquette(s) polyamide aluminium PVC-Aluminium de 4 comprimé(s);1,02;;
3009577;plaquette OPA : polyamide orienté aluminium PVC de 4 comprimés (avec semainier);1,02;;
3009578;plaquette OPA : polyamide orienté aluminium PVC de 12 comprimés (avec semainier);2,76;;
5661901;1 flacon(s) en verre avec dispositif(s) de transfert Bio-Set - 1 seringue(s) préremplie(s) en verre de 2,5 ml avec nécessaire(s);1,02;520;520
2685290;2 tube(s) polyéthylène haute densité (PEHD) aluminium de 0,47 g;1,02;;
3765660;plaquette(s) thermoformée(s) PVC PVDC aluminium de 14 gélule(s);1,02;;
3018158;10 plaquette(s) PVC PVDC aluminium de 1 comprimé(s);1,02;;
3603087;plaquette(s) PVC PVDC aluminium de 10 comprimé(s);1,02;;
3678553;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);1,02;;
3715432;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);2,76;;
3002343;1 flacon(s) polyéthylène haute densité (PEHD) de 180 comprimé(s);1,02;;
3020940;1 flacon(s) pressurisé(s) aluminium de 120 dose(s) avec valve(s) doseuse(s) avec embout(s) buccal(aux);1,02;;
5501539;20 ampoule(s) en verre brun de 0,6 ml sous plaquette (papier/PVC) avec 20 aiguille(s) filtre(s);1,02;520;520
5505550;20 kits contenant 1 x 0,6 ml ampoule stérile et 1 aiguille-filtre de 5 µm stérile sous plaquette (papier/PVC);1,02;520;520
4198826;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);1,02;;
4198832;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);2,76;;
3741903;plaquette(s) PVDC PVC aluminium ou aluminium-ACLAR de 30 comprimé(s);1,02;;
3001972;1 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s) sécurisée;1,02;;
2764049;1 tube(s) aluminium de 30 g;1,02;520;520
2764055;1 tube(s) aluminium de 100 g;1,02;520;520
3546432;plaquette(s) thermoformée(s) PVC PVDC aluminium-laque de 60 gélule(s);1,02;520;520
3891962;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
3892022;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);2,76;;
4900263;1 flacon(s) en verre de 4 ml - 1 ampoule(s) en verre de 2 ml avec seringue(s) avec aiguille(s);1,02;;
4911543;tube(s) polypropylène de 16 comprimé(s);1,02;;
3833479;18 sachet(s)-dose(s) papier aluminium polyéthylène;1,02;520;520
3022403;30 plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 gélule(s);1,02;;
5623591;5 flacon(s) de poudre en verre;1,02;520;520
3008154;4 sachet(s) polytéréphtalate (PET) polyéthylène aluminium de 5 récipient(s) de 1 ml;1,02;;
2755240;1 cartouche(s) en verre de 1,5 ml  pour SurePal 5;1,02;;
2755257;5 cartouche(s) en verre de 1,5 ml  pour SurePal 5;1,02;;
2755263;10 cartouche(s) en verre de 1,5 ml  pour SurePal 5;1,02;;
3022091;28 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 gélule(s);1,02;;
5649260;1 flacon(s) en verre - 1 seringue(s) préremplie(s) matière plastique de 10 ml avec adaptateur stérile avec aiguille(s);1,02;520;520
3018838;plaquette(s) PVC aluminium de 16 comprimé(s);1,02;520;520
3412559;plaquette(s) PVC-Aluminium de 16 comprimé(s);1,02;520;520
3500298;1 seringue(s) préremplie(s) en verre de 0,3  ml;1,02;520;520
3500306;6 seringue(s) préremplie(s) en verre de 0,3  ml;1,02;;
3008889;plaquette(s) PVC PVDC aluminium de 7 gélule(s);1,02;;
4937809;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1,02;;
4937844;plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);2,76;;
3655144;30 sachet(s)-dose(s) papier aluminium complexe résine(s);1,02;;
3021117;1 boîte(s) polypropylène de 60 pâte(s) à sucer de 1,7 g;1,02;520;520
3061752;1 boite(s) carton de 60 pâte(s) ( abrogée le 09/09/2020);1,02;520;520
3000768;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 4 comprimé(s);1,02;520;520
4900574;1 flacon(s) polyéthylène de 28 capsule(s);1,02;520;520
2678700;20 récipient(s) unidose(s) polypropylène de 0,4 ml;1,02;520;520
3011774;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);1,02;;
3013092;flacon(s) polyéthylène haute densité (PEHD) de 90 comprimé(s);2,76;;
4924327;tube(s) aluminium de 30 g;1,02;;
5636211;4 plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 14  comprimé(s);1,02;520;520
3017894;plaquettes PVC PVDC aluminium de 60 gélules avec inhalateur Breezhaler;1,02;;
3672473;plaquette(s) PVC PVDC aluminium de 12 comprimé(s);1,02;;
3621435;pilulier(s) polypropylène de 14  comprimé(s);1,02;;
4900084;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);1,02;;
3003326;30 sachet(s) polyéthylène aluminium polytéréphtalate (PET) avec un godet pour mélange, avec 2 seringue(s) doseuse(s);1,02;;
3797996;plaquette(s) thermoformée(s) PVC PVDC aluminium de 6 comprimé(s);1,02;;
3016186;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);1,02;;
3499879;12 sachet(s)-dose(s) papier aluminium polyéthylène de 0,6 g;1,02;;
5643547;50 ampoule(s) en verre de 4  ml;1,02;520;520
5506749;1 flacon(s) en verre de 100 mg - 1 ampoule(s) en verre de 3 ml;1,02;520;520
3336657;tube(s) polypropylène de 40 comprimé(s);1,02;520;520
2667553;1 flacon(s) polypropylène de 100 ml avec seringue(s) pour injecteur Nemoto (+ microperfuseur + raccord) et avec cathéter(s);1,02;;
2667576;1 flacon(s) polypropylène de 100 ml avec seringue(s) pour injecteur Medrad Stellant (+ microperfuseur + raccord) et avec cathéter(s);1,02;;
2667582;1 flacon(s) polypropylène de 150 ml avec seringue(s) pour injecteur Nemoto (+ microperfuseur + raccord) et avec cathéter(s);1,02;;
2667599;1 flacon(s) polypropylène de 150 ml avec seringue(s) pour injecteur Medrad Stellant (+ microperfuseur + raccord) et avec cathéter(s);1,02;;
3018772;1 flacon(s) polypropylène de 100 ml avec tubulure patient pour injecteur Ulrich CT motion et avec cathéter(s);1,02;;
3018773;1 flacon(s) polypropylène de 150 ml avec tubulure patient pour injecteur Ulrich CT motion et avec cathéter(s);1,02;;
3268157;1 flacon(s) en verre de 10 ml;1,02;;
3334983;1 flacon(s) polypropylène de 50 ml avec seringue(s) microperfuseur;1,02;;
3460073;1 flacon(s) polypropylène de 50 ml;1,02;;
3531850;1 flacon(s) polypropylène de 100 ml;1,02;;
3531867;1 flacon(s) polypropylène de 150 ml;1,02;;
3531896;1 flacon(s) polypropylène de 200 ml;1,02;;
5553212;10 flacon(s) en verre de 10 ml;1,02;520;520
5614741;10 flacon(s) polypropylène de 50 ml;1,02;520;520
5623935;10 flacon(s) polypropylène de 100 ml;1,02;520;520
5623941;10 flacon(s) polypropylène de 150 ml;1,02;520;520
5623964;10 flacon(s) polypropylène de 200 ml;1,02;520;520
3663333;4 poche(s) simple PVC de 2500 ml avec connexion à vis Luer;1,02;520;520
3663379;2 poche(s) simple PVC de 5000 ml avec connexion à vis Luer;1,02;520;520
3663474;5 poche(s) double PVC de 2000 ml avec connexion à vis Luer;1,02;520;520
3885418;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);1,02;520;520
3563465;plaquette(s) thermoformée(s) aluminium de 28 comprimé(s);1,02;;
3932193;flacon(s) polyéthylène haute densité (PEHD) de 28 comprimé(s);1,02;;
3932201;plaquette(s) aluminium de 14 comprimé(s);1,02;;
3932218;plaquette(s) aluminium de 28 comprimé(s);1,02;;
5586111;4 ampoule(s) en verre de 10 ml;1,02;520;520
3010081;plaquette(s) PVC polyéthylène PVDC aluminium de 14 gélule(s);1,02;;
5851613;1 flacon(s) en verre - 1 flacon(s) en verre de 40 ml avec dispositif(s) de transfert 20/20 muni d’un filtre;1,02;520;520
3001214;6 seringue(s) préremplie(s) en verre de 0,6 ml avec dispositif(s) de sécurité de l'aiguille;1,02;;
3862920;6 seringue(s) préremplie(s) en verre de 0,6 ml;1,02;;
2758793;plaquette(s) PVC PVDC aluminium de 30 gélule(s);1,02;;
4175268;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
3014263;10 flacon(s) en verre de 30 ml;1,02;520;520
3005986;1 flacon(s) en verre brun de 30 ml avec compte-gouttes;1,02;520;520
3016405;60 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s);1,02;;
3869738;plaquette(s) PVC aluminium de 30 comprimé(s);1,02;;
3869767;plaquette(s) PVC aluminium de 90 comprimé(s);2,76;;
3000787;12 sachet(s) polytéréphtalate (PET) aluminium polyéthylène de 10 g;1,02;520;520
3577289;plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);1,02;;
3739711;plaquette(s) thermoformée(s) PVC PVDC aluminium de 84 comprimé(s);2,76;;
3946456;plaquette(s) aluminium de 30 comprimé(s);1,02;;
3946491;plaquette(s) aluminium de 90 comprimé(s);2,76;;
3570614;plaquette(s) PVC PVDC aluminium de 30 gélule(s);1,02;;
3870687;plaquette(s) PVC PVDC aluminium de 90 gélule(s);1,02;;
3817888;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
3817894;flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);1,02;;
4928644;plaquette(s) aluminium polyamide PVC-Aluminium de 30 comprimé(s);1,02;520;520
3003790;2 plaquette(s) PVC PVDC aluminium de 14 comprimé(s);1,02;;
3006656;flacon(s) en verre brun de 60 gélule(s) avec fermeture de sécurité enfant;1,02;;
3202158;12 sachet(s)-dose(s) papier polyéthylène aluminium de 4,75 g;1,02;;
3024500;10 seringue(s) préremplie(s) en verre de 1 mL;1,02;520;520
3260687;1 flacon(s) en verre de 250  mg;1,02;;
3550652;plaquette(s) PVC-Aluminium de 30 comprimé(s);1,02;;
3465366;1 flacon(s) polyéthylène de 12 ml avec pompe doseuse et embout buccal;1,02;520;520
3009333;30 plaquette(s) aluminium de 1 comprimé(s);1,02;;
3445412;plaquette(s) PVC aluminium de 30 comprimé(s);1,02;;
3007292;plaquette(s) thermoformée(s) PVC-Aluminium de 60 gélule(s);1,02;520;520
3007293;plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s);1,02;520;520
3214954;plaquette(s) thermoformée(s) PVC-aluminium de 15  gélule(s);1,02;520;520
3594135;plaquette(s) thermoformée(s) PVC-aluminium de 30  gélule(s);1,02;520;520
3274241;tube(s) polypropylène de 100 comprimé(s) avec fermeture de sécurité enfant;1,02;;
3762271;1 flacon(s) en verre de 100 ml;1,02;;
3018457;plaquette(s) PVC PVDC aluminium de 60 comprimé(s);1,02;520;520
3845985;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);1,02;;
3978901;plaquette(s) PVC PVDC aluminium de 56 gélule(s);1,02;520;520
3073100;10 plaquette(s) PVC-Aluminium de 10 comprimé(s);1,02;;
3073117;2 plaquette(s) PVC-Aluminium de 10 comprimé(s);1,02;;
3928352;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
3020473;1 tube(s) de 4 g;1,02;520;520
3020474;1 flacon(s) de 30 ml;1,02;520;520
3005049;flacon(s) polyéthylène haute densité (PEHD) de 270 comprimé(s) avec fermeture de sécurité enfant;2,76;;
4995362;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 90 comprimé(s);1,02;;
4995385;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 270 comprimé(s);2,76;;
3851098;5 cartouche(s) en verre de 3 ml dans stylo jetable KwikPen;1,02;;
3021716;1 tube(s) de 4 g;1,02;520;520
3021718;1 flacon(s) de 60 ml;1,02;520;520
3677447;1 flacon(s) en verre brun de 20 g avec cuillère-mesure polystyrène;1,02;;
3706321;plaquette(s) PVC-Aluminium de 30 comprimé(s);1,02;;
3711888;plaquette(s) PVC-Aluminium de 90 comprimé(s);2,76;;
5628677;1 flacon(s) polypropylène de 20 ml;1,02;520;520
3010345;1 flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s);1,02;;
3017670;plaquette(s) OPA : polyamide orienté aluminium PVC de 30 comprimé(s);1,02;;
3017671;plaquette(s) OPA : polyamide orienté aluminium PVC de 90 comprimé(s);2,76;;
2681257;plaquette(s) thermoformée(s) PVC PVDC aluminium de 50 comprimé(s);1,02;;
3926100;plaquette(s) formée(s) à froid polyamide PVC aluminium de 28 comprimé(s);1,02;;
3926146;plaquette(s) formée(s) à froid polyamide PVC aluminium de 84 comprimé(s);2,76;;
3576019;plaquette(s) thermoformée(s) PVC-aluminium de 30 gélule(s);1,02;;
3730271;plaquette(s) thermoformée(s) PVC-Aluminium de 90 gélule(s);2,76;;
3437080;1 flacon(s) polyéthylène haute densité (PEHD) de 60  comprimé(s) avec fermeture de sécurité enfant;1,02;520;520
5503196;10 flacon(s) en verre de 20 ml;1,02;520;520
3014651;plaquette(s) PVC PVDC aluminium de 4 comprimé(s);1,02;520;520
3014653;plaquette(s) PVC PVDC aluminium de 8 comprimé(s);1,02;520;520
3014654;plaquette(s) PVC PVDC aluminium de 12 comprimé(s);1,02;520;520
3015674;plaquette(s) PVC PVDC aluminium de 24 comprimé(s);1,02;520;520
3006566;plaquette(s) PVC aluminium de 30 comprimé(s);1,02;;
3006568;plaquette(s) PVC aluminium de 90 comprimé(s);1,02;;
2214366;plaquette(s) aluminium PVC PVDC de 90 comprimé(s);1,02;520;520
3548626;plaquette(s) PVC-Aluminium de 30 gélule(s);1,02;;
3739071;plaquette(s) PVC-Aluminium de 90 gélule(s);2,76;;
3179293;film(s) polyéthylène PVC de 12 suppositoire(s);1,02;;
3129757;1 tube(s) aluminium verni de 72  g avec applicateur polyéthylène basse densité (PEBD);1,02;520;520
3129763;1 tube(s) aluminium verni de 72 g;1,02;520;520
5501324;flacon(s) en verre jaune(brun) avec fermeture de sécurité enfant de 200 ml avec gobelet(s) doseur(s);1,02;520;520
3005439;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);1,02;;
3005445;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);2,76;;
2779513;1 flacon(s) en verre de 100 ml;1,02;;
3020738;1 poche(s) polypropylène de 100 ml;1,02;;
4900339;3 plaquette(s) PVC-Aluminium de 21 comprimé(s);1,02;520;520
3772826;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
2663555;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);1,02;;
2663590;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);2,76;;
3395140;plaquette(s) thermoformée(s) nylon aluminium PVC-Aluminium de 7 comprimé(s);1,02;;
2749570;28 plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium polyéthylène de 1 comprimé(s);1,02;;
2761097;boîte(s) de 1 pansement(s);1,02;;
3020969;1 tube(s) de 4 g;1,02;520;520
3020971;1 flacon(s) de 60 ml;1,02;520;520
3643098;plaquette(s) thermoformée(s) PVC-Aluminium de 12 comprimé(s);1,02;;
3715811;1 plaquette(s) thermoformée(s) aluminium PVC PVDC de 6 comprimés beiges, 5 comprimés blancs et 10 comprimés verts;1,02;520;520
3715828;3 plaquette(s) thermoformée(s) aluminium PVC PVDC de 6 comprimés beiges, 5 comprimés blancs et 10 comprimés verts;1,02;520;520
2162557;6 flacon(s) pulvérisateur(s) en verre polypropylène;1,02;520;520
3802705;plaquette(s) thermoformée(s) PVC PVDC aluminium de 7 gélule(s);1,02;;
5743970;3 flacon(s) en verre de poudre de 24,675 mg;1,02;520;520
5752466;6 flacon(s) en verre de poudre de 24,675 mg;1,02;520;520
3393632;plaquette(s) thermoformée(s) PVC-aluminium avec distributeur de 60  dose(s);1,02;;
3021405;28 flacons de 8,43 ml avec nébuliseur (LAMIRA) et 4 têtes d'aérosol;1,02;520;520
3791580;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s);1,02;;
3791597;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 gélule(s);2,76;;
3023004;plaquette(s) PVC aluminium de 14 comprimé(s);1,02;520;520
3023005;plaquette(s) PVC aluminium de 28 comprimé(s);1,02;520;520
3013189;plaquette(s) PVC aluminium avec fermeture de sécurité enfant de 28 comprimé(s);1,02;;
3834616;plaquette(s) aluminium PVC PVDC de 60 comprimé(s);1,02;;
3603584;1 flacon(s) en verre brun de 5,1 g avec cuillère-mesure en polypropylène;1,02;;
3038500;1 boite(s) polystyrène de 70 pastille(s);1,02;520;520
3107313;20 ampoule(s) en verre brun de 10  ml;1,02;520;520
4900116;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);1,02;;
3648730;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
5506768;10 flacon(s) en verre de 100 ml;1,02;520;520
3615682;plaquette(s) thermoformée(s) PVC polyéthylène aluminium-ACLAR de 30 comprimé(s);1,02;;
3264521;1 tube(s) aluminium verni de 5 g;1,02;;
3617072;plaquette(s) PVC-Aluminium de 10 comprimé(s);1,02;;
3617089;plaquette(s) PVC-Aluminium de 16 comprimé(s);1,02;;
3003623;10 flacon(s) en verre;1,02;520;520
3008356;plaquette(s) PVC polyéthylène PVDC aluminium de 30 capsule(s);1,02;;
3618284;plaquette(s) thermoformée(s) polypropylène aluminium de 4  comprimé(s);1,02;520;520
3872433;plaquette(s) thermoformée(s) PVC PVDC aluminium de 15 comprimé(s);1,02;520;520
3614470;plaquette(s) PVC-Aluminium de 14 comprimé(s);1,02;;
4194840;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);1,02;;
4194900;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);2,76;;
3596542;1 cartouche(s) en verre dans 1 stylo pré-rempli avec 12 aiguille(s) avec 12 tampon(s) nettoyant(s);1,02;520;520
3823104;plaquette(s) polypropylène aluminium de 30 comprimé(s);1,02;;
3688391;flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s);1,02;;
3688416;flacon(s) polyéthylène haute densité (PEHD) de 28 gélule(s);1,02;;
3020126;25 flacon(s) en verre de 20 ml;1,02;520;520
3939232;5 sachet(s) polytéréphtalate (PET) polyéthylène aluminium de 1 dispositif(s) avec système de récupération;1,02;;
3992108;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);1,02;;
3992143;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);2,76;;
3013281;1 flacon(s) polypropylène de 30 gélule(s);1,02;520;520
4175156;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);1,02;;
4175162;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);2,76;;
4197608;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);1,02;;
4197620;plaquette(s) thermoformée(s) aluminium de 90 comprimé(s);2,76;;
