idGroupeGenerique;libelleGroupeGenerique
851;VALSARTAN 160 mg + HYDROCHLOROTHIAZIDE 25 mg - COTAREG 160 mg/25 mg, comprimé pelliculé - NISISCO 160 mg/25 mg, comprimé pelliculé.
851;VALSARTAN 160 mg + HYDROCHLOROTHIAZIDE 25 mg - COTAREG 160 mg/25 mg, comprimé pelliculé - NISISCO 160 mg/25 mg, comprimé pelliculé.
851;VALSARTAN 160 mg + HYDROCHLOROTHIAZIDE 25 mg - COTAREG 160 mg/25 mg, comprimé pelliculé - NISISCO 160 mg/25 mg, comprimé pelliculé.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
852;GLYCÉROL 15 %  +  VASELINE 8 %  +  PARAFFINE LIQUIDE 2 % - EXEDIEM, crème.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
853;AMOROLFINE (CHLORHYDRATE D') équivalant à AMOROLFINE 5 g/100 ml - LOCERYL 5 %, vernis à ongles médicamenteux.
854;KETOPROFENE 150 mg - PROFEMIGR 150 mg, comprimé sécable.
854;KETOPROFENE 150 mg - PROFEMIGR 150 mg, comprimé sécable.
854;KETOPROFENE 150 mg - PROFEMIGR 150 mg, comprimé sécable.
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.
858;LOSARTAN POTASSIUM 100 mg +  HYDROCHLOROTHIAZIDE 12,5 mg - FORTZAAR 100 mg/12,5 mg, comprimé pelliculé.
859;MOMETASONE (FUROATE DE) 1 mg/1 g - ELOCOME 0,1 POUR CENT, pommade.
859;MOMETASONE (FUROATE DE) 1 mg/1 g - ELOCOME 0,1 POUR CENT, pommade.
861;ACARBOSE 100 mg, - GLUCOR 100 mg, comprimé sécable.
861;ACARBOSE 100 mg, - GLUCOR 100 mg, comprimé sécable.
861;ACARBOSE 100 mg, - GLUCOR 100 mg, comprimé sécable.
861;ACARBOSE 100 mg, - GLUCOR 100 mg, comprimé sécable.
861;ACARBOSE 100 mg, - GLUCOR 100 mg, comprimé sécable.
861;ACARBOSE 100 mg, - GLUCOR 100 mg, comprimé sécable.
861;ACARBOSE 100 mg, - GLUCOR 100 mg, comprimé sécable.
862;ACARBOSE 50 mg - GLUCOR 50 mg, comprimé.
862;ACARBOSE 50 mg - GLUCOR 50 mg, comprimé.
862;ACARBOSE 50 mg - GLUCOR 50 mg, comprimé.
862;ACARBOSE 50 mg - GLUCOR 50 mg, comprimé.
862;ACARBOSE 50 mg - GLUCOR 50 mg, comprimé.
862;ACARBOSE 50 mg - GLUCOR 50 mg, comprimé.
862;ACARBOSE 50 mg - GLUCOR 50 mg, comprimé.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
863;CANDESARTAN CILEXETIL 4 mg - ATACAND 4 mg, comprimé sécable - KENZEN 4 mg, comprimé sécable.
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
864;CANDESARTAN CILEXETIL 8 mg - ATACAND 8 mg, comprimé sécable - KENZEN 8 mg, comprimé sécable
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
865;CANDESARTAN CILEXETIL 16 mg - ATACAND 16 mg, comprimé sécable - KENZEN 16 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
866;CANDESARTAN CILEXETIL 32 mg - ATACAND 32 mg, comprimé sécable - KENZEN 32 mg, comprimé sécable.
867;FLUOROMETHOLONE 0,1 g/100 ml - FLUCON, collyre.
867;FLUOROMETHOLONE 0,1 g/100 ml - FLUCON, collyre.
870;IMIPENEM MONOHYDRATE + CILASTATINE SODIQUE équivalant à IMIPENEM ANHYDRE 250 mg + CILASTATINE ANHYDRE 250 mg - TIENAM 250 mg/250 mg, poudre pour perfusion.
870;IMIPENEM MONOHYDRATE + CILASTATINE SODIQUE équivalant à IMIPENEM ANHYDRE 250 mg + CILASTATINE ANHYDRE 250 mg - TIENAM 250 mg/250 mg, poudre pour perfusion.
870;IMIPENEM MONOHYDRATE + CILASTATINE SODIQUE équivalant à IMIPENEM ANHYDRE 250 mg + CILASTATINE ANHYDRE 250 mg - TIENAM 250 mg/250 mg, poudre pour perfusion.
871;IRBESARTAN 75 mg - APROVEL 75 mg, comprimé.
871;IRBESARTAN 75 mg - APROVEL 75 mg, comprimé.
872;IRBESARTAN 150 mg - APROVEL 150 mg, comprimé.
872;IRBESARTAN 150 mg - APROVEL 150 mg, comprimé.
873;IRBESARTAN 300 mg - APROVEL 300 mg, comprimé.
873;IRBESARTAN 300 mg - APROVEL 300 mg, comprimé.
874;PRAZEPAM 10 mg - LYSANXIA 10 mg, comprimé.
874;PRAZEPAM 10 mg - LYSANXIA 10 mg, comprimé.
874;PRAZEPAM 10 mg - LYSANXIA 10 mg, comprimé.
874;PRAZEPAM 10 mg - LYSANXIA 10 mg, comprimé.
876;CHLORHEXIDINE (DIGLUCONATE DE) 0,05 % - CHLORHEXIDINE AQUEUSE STERILE GILBERT A 0,05 POUR CENT, solution pour application locale en récipient unidose.
876;CHLORHEXIDINE (DIGLUCONATE DE) 0,05 % - CHLORHEXIDINE AQUEUSE STERILE GILBERT A 0,05 POUR CENT, solution pour application locale en récipient unidose.
876;CHLORHEXIDINE (DIGLUCONATE DE) 0,05 % - CHLORHEXIDINE AQUEUSE STERILE GILBERT A 0,05 POUR CENT, solution pour application locale en récipient unidose.
880;EPIRUBICINE (CHLORHYDRATE D') 150 mg/75 ml - FARMORUBICINE 150 mg/75 ml, solution pour perfusion (FLACON de 75 ml).
880;EPIRUBICINE (CHLORHYDRATE D') 150 mg/75 ml - FARMORUBICINE 150 mg/75 ml, solution pour perfusion (FLACON de 75 ml).
881;IBANDRONATE MONOSODIQUE MONOHYDRATE équivalant à ACIDE IBANDRONIQUE 150 mg - BONVIVA 150 mg, comprimé pelliculé.
881;IBANDRONATE MONOSODIQUE MONOHYDRATE équivalant à ACIDE IBANDRONIQUE 150 mg - BONVIVA 150 mg, comprimé pelliculé.
881;IBANDRONATE MONOSODIQUE MONOHYDRATE équivalant à ACIDE IBANDRONIQUE 150 mg - BONVIVA 150 mg, comprimé pelliculé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
882;REPAGLINIDE 0,5 mg - NOVONORM 0,5 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
883;REPAGLINIDE 1 mg - NOVONORM 1 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
884;REPAGLINIDE 2 mg - NOVONORM 2 mg, comprimé.
886;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, poudre pour solution injectable (IV) - INIPOMP 40 mg, poudre pour solution injectable (IV).
886;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, poudre pour solution injectable (IV) - INIPOMP 40 mg, poudre pour solution injectable (IV).
886;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, poudre pour solution injectable (IV) - INIPOMP 40 mg, poudre pour solution injectable (IV).
886;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, poudre pour solution injectable (IV) - INIPOMP 40 mg, poudre pour solution injectable (IV).
886;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, poudre pour solution injectable (IV) - INIPOMP 40 mg, poudre pour solution injectable (IV).
886;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, poudre pour solution injectable (IV) - INIPOMP 40 mg, poudre pour solution injectable (IV).
886;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, poudre pour solution injectable (IV) - INIPOMP 40 mg, poudre pour solution injectable (IV).
886;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, poudre pour solution injectable (IV) - INIPOMP 40 mg, poudre pour solution injectable (IV).
886;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, poudre pour solution injectable (IV) - INIPOMP 40 mg, poudre pour solution injectable (IV).
888;CLARITHROMYCINE 500 mg - MONOZECLAR  500 mg, comprimé pelliculé à libération modifiée
888;CLARITHROMYCINE 500 mg - MONOZECLAR  500 mg, comprimé pelliculé à libération modifiée
888;CLARITHROMYCINE 500 mg - MONOZECLAR  500 mg, comprimé pelliculé à libération modifiée
888;CLARITHROMYCINE 500 mg - MONOZECLAR  500 mg, comprimé pelliculé à libération modifiée
888;CLARITHROMYCINE 500 mg - MONOZECLAR  500 mg, comprimé pelliculé à libération modifiée
888;CLARITHROMYCINE 500 mg - MONOZECLAR  500 mg, comprimé pelliculé à libération modifiée
888;CLARITHROMYCINE 500 mg - MONOZECLAR  500 mg, comprimé pelliculé à libération modifiée
888;CLARITHROMYCINE 500 mg - MONOZECLAR  500 mg, comprimé pelliculé à libération modifiée
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
891;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 50 mg - VIAGRA 50 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
892;SILDENAFIL (CITRATE DE) équivalant à SILDENAFIL 25 mg - VIAGRA 25 mg, comprimé pelliculé.
