CodeCIS	Denomination	FormePharmaceutique	VoiesAdministration
62681445	MIFEGYNE 600 mg, comprimé	comprimé	orale
68295219	MIFFEE 200 mg, comprimé	comprimé	orale
68711009	MIFLASONE 100 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
61159056	MIFLASONE 200 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
67608173	MIFLASONE 400 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
62152730	MIFLONIL 200 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
68684505	MIFLONIL 400 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
67403357	MIFLONIL BREEZHALER 200 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
65100781	MIFLONIL BREEZHALER 400 microgrammes, poudre pour inhalation en gélule	poudre pour inhalation en gélule	inhalée
66036869	MIGLUSTAT ACCORD 100 mg, gélule	gélule	orale
64394668	MIGLUSTAT BLUEFISH 100 mg, gélule	gélule	orale
62931799	MIGLUSTAT DIPHARMA 100 mg, gélule	gélule	orale
61255179	MIGLUSTAT GEN.ORPH 100 mg, gélule	gélule	orale
61751232	MIGPRIV, poudre pour solution buvable en sachet	poudre pour solution buvable	orale
65284993	MIGRALGINE, gélule	gélule	orale
62052833	MIKICORT 3 mg, gélule gastro-résistante	gélule gastro-résistant(e)	orale
63115432	MIKICORT 9 mg, granulés gastro-résistants	granulés gastro-résistant(e)	orale
61930096	MILDAC 300 mg, comprimé enrobé	comprimé enrobé	orale
65167997	MILDAC 600 mg, comprimé enrobé	comprimé enrobé	orale
66942362	MILEVONI 100 microgrammes/20 microgrammes, comprimé enrobé	comprimé enrobé	orale
64941404	MILEVONI 150 microgrammes/30 microgrammes, comprimé enrobé	comprimé enrobé	orale
63301141	MILLEFOLIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
69524051	MILLEFOLIUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64048303	MILLEFOLIUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  crème et  solution en gouttes en gouttes	"cutanée;orale;sublinguale"
68773676	MILLEPERTUIS PILEJE, comprimé enrobé	comprimé enrobé	orale
60430095	MILNACIPRAN ARROW 25 mg, gélule	gélule	orale
67587245	MILNACIPRAN ARROW 50 mg, gélule	gélule	orale
66475784	MILNACIPRAN BIOGARAN 25 mg, gélule	gélule	orale
67688842	MILNACIPRAN BIOGARAN 50 mg, gélule	gélule	orale
60068034	MILNACIPRAN EG 25 mg, gélule	gélule	orale
68707039	MILNACIPRAN EG 50 mg, gélule	gélule	orale
65725263	MILRINONE CARINOPHARM 1 mg/ml, solution injectable/pour perfusion	solution injectable et pour perfusion	intraveineuse
62978514	MILRINONE MEDAC 10 mg/10 ml, solution injectable	solution injectable	intraveineuse
64507226	MILRINONE STRAGEN 1 mg/ml, solution injectable	solution injectable	intraveineuse
61326733	MIMPARA 1 mg, granulés en gélule	granulés en gélule	orale
60632346	MIMPARA 2,5 mg, granulés en gélule	granulés en gélule	orale
63023578	MIMPARA 30 mg, comprimé pelliculé	comprimé pelliculé	orale
63293417	MIMPARA 5 mg, granulés en gélule	granulés en gélule	orale
60889903	MIMPARA 60 mg, comprimé pelliculé	comprimé pelliculé	orale
68434003	MIMPARA 90 mg, comprimé pelliculé	comprimé pelliculé	orale
60938186	MINALFENE 300 mg, comprimé pelliculé	comprimé pelliculé	orale
62003590	MINERVA 35 microgrammes, comprimé enrobé	comprimé enrobé	orale
63615576	MINESSE 60 microgrammes/15 microgrammes, comprimé pelliculé	comprimé pelliculé et  comprimé pelliculé pelliculé	orale
62148714	MINI-SINTROM 1 mg, comprimé	comprimé	orale
64558256	MINIDRIL, comprimé enrobé	comprimé enrobé	orale
68079933	MINIPRESS 1 mg, comprimé sécable	comprimé sécable	orale
69253041	MINIPRESS 5 mg, comprimé sécable	comprimé sécable	orale
62822682	MINIRIN 0,1 mg, comprimé	comprimé	orale
69584479	MINIRIN 0,1 mg/mL, solution pour administration endonasale	solution pour administration endonasale	nasale
67576220	MINIRIN 4 microgrammes/mL, solution injectable	solution injectable	"intramusculaire;intraveineuse;sous-cutanée"
62263894	MINIRIN SPRAY 10 microgrammes par dose, solution endonasale en flacon pulvérisateur	solution	nasale
67275313	MINIRINMELT 120 microgrammes, lyophilisat oral	lyophilisat	orale
66842127	MINIRINMELT 240 microgrammes, lyophilisat oral	lyophilisat	orale
64479727	MINIRINMELT 60 microgrammes, lyophilisat oral	lyophilisat	orale
65488266	MINJUVI 200 mg, poudre pour solution à diluer pour perfusion	poudre pour solution à diluer pour perfusion	intraveineuse
62338254	MINOCYCLINE BIOGARAN 100 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
68477734	MINOXIDIL BAILLEUL 2 %, solution pour application cutanée	solution pour application	cutanée
62182563	MINOXIDIL BAILLEUL 5 %, solution pour application cutanée	solution pour application	cutanée
60226897	MINOXIDIL COOPER 2 %, solution pour application cutanée en flacon	solution pour application	cutanée
61831995	MINOXIDIL COOPER 5 %, solution pour application cutanée	solution pour application	cutanée
66192398	MINOXIDIL SANDOZ CONSEIL 2 %, solution pour application cutanée	solution pour application	cutanée
64473959	MINOXIDIL SANDOZ CONSEIL 5 %, solution pour application cutanée	solution pour application	cutanée
69791937	MINOXIDIL VIATRIS CONSEIL 2 %, solution pour application cutanée	solution pour application	cutanée
64801822	MINOXIDIL VIATRIS CONSEIL 5 %, solution pour application cutanée	solution pour application	cutanée
65316156	MINULET, comprimé enrobé	comprimé enrobé	orale
69626437	MIOCHOLE 20 mg, poudre et solvant pour solution intraoculaire	poudre et  solvant pour solution	intra-oculaire
65617572	MIOREL 4 mg, gélule	gélule	orale
66305209	MIOREL 4 mg/2 ml, solution injectable (IM) en ampoule	solution injectable	intramusculaire
67713498	MIOSTAT 100 microgrammes/ml, solution injectable pour voie intra-oculaire	solution injectable	intra-oculaire
69579980	MIRCERA 100 microgrammes/0,3 ml, solution injectable en seringue préremplie	solution injectable	"intraveineuse;sous-cutanée"
65340755	MIRCERA 120 microgrammes/0,3 ml, solution injectable en seringue préremplie	solution injectable	"intraveineuse;sous-cutanée"
69250216	MIRCERA 150 microgrammes/0,3 ml, solution injectable en seringue préremplie	solution injectable	"intraveineuse;sous-cutanée"
60070665	MIRCERA 200 microgrammes/0,3 ml, solution injectable en seringue préremplie	solution injectable	"intraveineuse;sous-cutanée"
63028422	MIRCERA 250 microgrammes/0,3 ml, solution injectable en seringue préremplie	solution injectable	"intraveineuse;sous-cutanée"
65938521	MIRCERA 30 microgrammes/0,3 ml, solution injectable en seringue préremplie	solution injectable	"intraveineuse;sous-cutanée"
65058186	MIRCERA 360 microgrammes/0,6 ml, solution injectable en seringue préremplie	solution injectable	"intraveineuse;sous-cutanée"
63878513	MIRCERA 50 microgrammes/0,3 ml, solution injectable en seringue préremplie	solution injectable	"intraveineuse;sous-cutanée"
64723850	MIRCERA 75 microgrammes/0,3 ml, solution injectable en seringue préremplie	solution injectable	"intraveineuse;sous-cutanée"
66349230	MIRENA 52 mg (20 microgrammes/24 heures), dispositif intra-utérin	dispositif	intra-utérine
65512856	MIRTAZAPINE ALMUS 15 mg, comprimé orodispersible	comprimé orodispersible	orale
62485126	MIRTAZAPINE ARROW 15 mg, comprimé orodispersible	comprimé orodispersible	orale
69084246	MIRTAZAPINE ARROW GENERIQUES 15 mg, comprimé pelliculé	comprimé pelliculé	orale
66402996	MIRTAZAPINE BIOGARAN 15 mg, comprimé orodispersible	comprimé orodispersible	orale
60809985	MIRTAZAPINE BLUEFISH 15 mg, comprimé orodispersible	comprimé orodispersible	orale
64762173	MIRTAZAPINE CRISTERS 15 mg, comprimé pelliculé	comprimé pelliculé	orale
65955054	MIRTAZAPINE EG 15 mg, comprimé pelliculé	comprimé pelliculé	orale
66463134	MIRTAZAPINE RANBAXY 15 mg, comprimé orodispersible	comprimé orodispersible	orale
62106380	MIRTAZAPINE SANDOZ 15 mg, comprimé pelliculé	comprimé pelliculé	orale
68022786	MIRTAZAPINE TEVA 15 mg, comprimé pelliculé	comprimé pelliculé	orale
66964138	MIRTAZAPINE VIATRIS 15 mg, comprimé pelliculé	comprimé pelliculé	orale
68645947	MIRTAZAPINE ZENTIVA 15 mg, comprimé pelliculé	comprimé pelliculé	orale
63647104	MIRTAZAPINE ZYDUS 15 mg, comprimé pelliculé	comprimé pelliculé	orale
68293613	MIRVASO 3 mg/g, gel	gel	cutanée
66942259	MISOLFA 2 mg/0,03 mg, comprimé pelliculé	comprimé pelliculé	orale
61240145	MISOONE 400 microgrammes, comprimé sécable	comprimé sécable	orale
68956396	MITOMYCINE ACCORD 10 mg, poudre pour solution injectable / perfusion ou voie intravésicale	poudre pour solution injectable pour perfusion ou	"intraveineuse;intravésicale"
65355771	MITOMYCINE ACCORD 20 mg, poudre pour solution injectable / perfusion ou voie intravésicale	poudre pour solution injectable pour perfusion ou	"intraveineuse;intravésicale"
69855350	MITOMYCINE MEDAC 40 mg, poudre pour solution intravésicale	poudre pour solution	intravésicale
63017696	MITOMYCINE SUBSTIPHARM 20 mg, poudre pour solution injectable/perfusion ou voie intravésicale	poudre pour solution injectable pour perfusion ou	"intra-artérielle;intraséreuse;intraveineuse;intravésicale"
69415162	MITOSYL IRRITATIONS, pommade	pommade	cutanée
61760943	MITOXANTRONE ACCORD 2 mg/mL, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
64896051	MITOXANTRONE EBEWE 2 mg/ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
67550446	MITOXANTRONE TEVA 10 mg/5 ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
60072506	MITOXANTRONE TEVA 25 mg/12,5 ml, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse
66387380	MIVACRON 10 mg/5 ml, solution injectable (IV)	solution injectable	intraveineuse
65201385	MIVACRON 20 mg/10 ml, solution injectable (IV)	solution injectable	intraveineuse
61362494	MIXTARD 30 100 unités internationales/ml, suspension injectable	suspension injectable	sous-cutanée
65120823	MIZOCLER 10 mg, comprimé pelliculé à libération modifiée	comprimé pelliculé à libération modifiée	orale
64991179	MIZOLLEN 10 mg, comprimé à libération modifiée	comprimé pelliculé à libération modifiée	orale
65217119	MOBIC 15 mg, comprimé sécable	comprimé sécable	orale
60821012	MOBIC 15 mg/1,5 ml, solution injectable	solution injectable	intramusculaire
67044235	MOBIC 7,5 mg, comprimé	comprimé	orale
62439997	MOCLAMINE 150 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale
63676077	MODAFINIL ARROW 100 mg, comprimé	comprimé	orale
61697585	MODAFINIL BIOGARAN 100 mg, comprimé	comprimé	orale
69346054	MODAFINIL EG 100 mg, comprimé	comprimé	orale
66169741	MODAFINIL MYLAN 100 mg, comprimé	comprimé	orale
65534856	MODAFINIL VIATRIS 100 mg, comprimé	comprimé	orale
63371015	MODAMIDE 5 mg, comprimé	comprimé	orale
64844784	MODANE, comprimé enrobé	comprimé enrobé	orale
60985314	MODECATE 125 mg/5 ml, solution injectable I.M. en flacon	solution injectable	intramusculaire
67035485	MODECATE 25 mg/1ml, solution injectable I.M. en ampoule	solution injectable	intramusculaire
61092077	MODIGRAF 0,2 mg, granulés pour suspension buvable	granulés pour suspension buvable	orale
69208135	MODIGRAF 1 mg, granulés pour suspension buvable	granulés pour suspension buvable	orale
66805883	MODIODAL 100 mg, comprimé	comprimé	orale
68680058	MODIODAL 100 mg, comprimé	comprimé	orale
65122219	MODOPAR 125 (100 mg/25 mg), gélule	gélule	orale
66384181	MODOPAR 125 DISPERSIBLE (100 mg/25 mg), comprimé sécable pour suspension buvable	comprimé sécable pour suspension buvable	orale
60485953	MODOPAR 250 (200 mg/50 mg), gélule	gélule	orale
65065736	MODOPAR 62,5 (50 mg/12,5 mg), gélule	gélule	orale
64470678	MODOPAR L.P. 125 (100 mg/25 mg), gélule à libération prolongée	gélule à libération prolongée	orale
64343809	MODUCREN, comprimé	comprimé	orale
69857248	MODURETIC, comprimé sécable	comprimé sécable	orale
66205536	MOGADON 5 mg, comprimé sécable	comprimé sécable	orale
60740076	MOLSIDOMINE ARROW 2 mg, comprimé sécable	comprimé sécable	orale
63967289	MOLSIDOMINE ARROW 4 mg, comprimé sécable	comprimé sécable	orale
62011103	MOLSIDOMINE BIOGARAN 2 mg, comprimé sécable	comprimé sécable	orale
65707219	MOLSIDOMINE BIOGARAN 4 mg, comprimé	comprimé	orale
62439495	MOLSIDOMINE EG 2 mg, comprimé sécable	comprimé sécable	orale
61544116	MOLSIDOMINE EG 4 mg, comprimé	comprimé	orale
67105745	MOLSIDOMINE MYLAN 2 mg, comprimé sécable	comprimé sécable	orale
64674403	MOLSIDOMINE MYLAN 4 mg, comprimé sécable	comprimé sécable	orale
60693694	MOLSIDOMINE ZENTIVA 2 mg, comprimé sécable	comprimé sécable	orale
63243713	MOLSIDOMINE ZENTIVA 4 mg, comprimé sécable	comprimé sécable	orale
67751851	MOMETASONE ARROW 50 microgrammes/dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
63865252	MOMETASONE BIOGARAN 50 microgrammes/dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
61100467	MOMETASONE CRISTERS 50 microgrammes/dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
66865026	MOMETASONE EG 50 microgrammes/dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
69161828	MOMETASONE MYLAN 50 microgrammes/dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
63609769	MOMETASONE SANDOZ 50 microgrammes/dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
60877018	MOMETASONE SUBSTIPHARM 50 microgrammes/dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
68906169	MOMETASONE TEVA 50 microgrammes/dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
63491598	MOMETASONE ZENTIVA 50 microgrammes/dose, suspension pour pulvérisation nasale	suspension pour pulvérisation	nasale
69647399	MONAZITE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
66910838	MONAZOL 2 %, crème	crème	cutanée
66726382	MONAZOL, ovule	ovule	vaginale
60614939	MONILIA ALBICANS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
64145115	MONILIA ALBICANS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
62255584	MONO TILDIEM LP 200 mg, gélule à libération prolongée	gélule à libération prolongée	orale
60109100	MONO TILDIEM LP 200 mg, gélule à libération prolongée	gélule à libération prolongée	orale
62418088	MONO TILDIEM LP 200 mg, gélule à libération prolongée	gélule à libération prolongée	orale
63367821	MONO TILDIEM LP 300 mg, gélule à libération prolongée	gélule à libération prolongée	orale
63067521	MONO TILDIEM LP 300 mg, gélule à libération prolongée	gélule à libération prolongée	orale
69458085	MONO TILDIEM LP 300 mg, gélule à libération prolongée	gélule à libération prolongée	orale
66294200	MONOALGIC L.P. 100 mg, comprimé à libération prolongée (UNE PRISE QUOTIDIENNE)	comprimé à libération prolongée	orale
61587060	MONOALGIC L.P. 200 mg, comprimé à libération prolongée (UNE PRISE QUOTIDIENNE)	comprimé à libération prolongée	orale
68508051	MONOALGIC L.P. 300 mg, comprimé à libération prolongée (UNE PRISE QUOTIDIENNE)	comprimé à libération prolongée	orale
67000580	MONOCRIXO L.P. 100 mg, gélule à libération prolongée (UNE PRISE QUOTIDIENNE)	gélule à libération prolongée	orale
60344529	MONOCRIXO L.P. 150 mg, gélule à libération prolongée (UNE PRISE QUOTIDIENNE)	gélule à libération prolongée	orale
64139386	MONOCRIXO L.P. 200 mg, gélule à libération prolongée (UNE PRISE QUOTIDIENNE)	gélule à libération prolongée	orale
63222377	MONOFLOCET 200 mg, comprimé pelliculé	comprimé pelliculé	orale
67015785	MONOKETO 0,25 mg/ml, collyre en solution en récipient unidose	collyre en solution	ophtalmique
61145900	MONONINE 1000 UI/10 ml, poudre et solvant pour solution injectable ou perfusion	poudre et  solvant pour solution injectable ou pour perfusion	intraveineuse
69918249	MONOOX 1,5 mg/0,5 ml, collyre en solution en récipient unidose	collyre en solution	ophtalmique
66287654	MONOPROST 50 microgrammes/ml, collyre en solution	collyre en solution	ophtalmique
67303969	MONOPROST 50 microgrammes/ml, collyre en solution en récipient unidose	collyre en solution	ophtalmique
60040469	MONOSEPT 0,25 POUR MILLE (0,1 mg/0,4 ml), collyre en solution en récipient unidose	collyre	ophtalmique
60717355	MONOVER 100 mg/ml, solution injectable/pour perfusion	solution injectable pour perfusion	"intraveineuse;voie extracorporelle autre"
62294199	MONOXYDE D'AZOTE MESSER 800 PPM (V/V), gaz médicinal comprimé	gaz	inhalée
60934825	MONOXYDE D’AZOTE SOL FRANCE 250 ppm mole/mole, gaz médicinal comprimé	gaz	inhalée
67712663	MONOXYDE D’AZOTE SOL FRANCE 800 ppm mole/mole, gaz médicinal comprimé	gaz	inhalée
66840375	MONOZECLAR 500 mg, comprimé pelliculé à libération modifiée	comprimé pelliculé à libération modifiée	orale
69265638	MONTELUKAST ACCORD 4 mg, comprimé à croquer	comprimé à croquer	orale
65843557	MONTELUKAST ACCORD 5 mg, comprimé à croquer	comprimé à croquer	orale
68077576	MONTELUKAST ACCORD HEALTHCARE 10 mg, comprimé pelliculé	comprimé pelliculé	orale
62423007	MONTELUKAST ALMUS 10 mg, comprimé pelliculé	comprimé pelliculé	orale
67341610	MONTELUKAST ALTER 10 mg, comprimé pelliculé	comprimé pelliculé	orale
61342591	MONTELUKAST ARROW 10 mg, comprimé pelliculé	comprimé pelliculé	orale
61336275	MONTELUKAST ARROW 4 mg, granulés en sachet-dose	granulés	orale
66858850	MONTELUKAST ARROW 5 mg, comprimé à croquer	comprimé à croquer	orale
67627533	MONTELUKAST ARROW LAB 10 mg, comprimé pelliculé	comprimé pelliculé	orale
62735455	MONTELUKAST ARROW LAB 4 mg, comprimé à croquer	comprimé à croquer	orale
62518601	MONTELUKAST ARROW LAB 5 mg, comprimé à croquer	comprimé à croquer	orale
63735807	MONTELUKAST BGR 10 mg, comprimé pelliculé	comprimé pelliculé	orale
68950817	MONTELUKAST BGR 5 mg, comprimé à croquer	comprimé à croquer	orale
61689332	MONTELUKAST BIOGARAN 10 mg, comprimé pelliculé	comprimé pelliculé	orale
67632249	MONTELUKAST BIOGARAN 5 mg, comprimé à croquer	comprimé à croquer	orale
68501612	MONTELUKAST CRISTERS 10 mg, comprimé pelliculé	comprimé pelliculé	orale
67943111	MONTELUKAST CRISTERS 5 mg, comprimé à croquer	comprimé à croquer	orale
61392480	MONTELUKAST EG 10 mg, comprimé pelliculé	comprimé pelliculé	orale
65451809	MONTELUKAST EG 5 mg, comprimé à croquer	comprimé à croquer	orale
62880372	MONTELUKAST EVOLUGEN 10 mg, comprimé pelliculé	comprimé pelliculé	orale
67635925	MONTELUKAST EVOLUGEN 5 mg, comprimé à croquer	comprimé à croquer	orale
67040436	MONTELUKAST KRKA 10 mg, comprimé pelliculé	comprimé pelliculé	orale
68283672	MONTELUKAST KRKA 4 mg, comprimé à croquer	comprimé à croquer	orale
60990208	MONTELUKAST KRKA 5 mg, comprimé à croquer	comprimé à croquer	orale
63468069	MONTELUKAST SANDOZ 10 mg, comprimé pelliculé	comprimé pelliculé	orale
66337630	MONTELUKAST SANDOZ 5 mg, comprimé à croquer	comprimé à croquer	orale
67917554	MONTELUKAST SUN 10 mg, comprimé pelliculé	comprimé pelliculé	orale
64636979	MONTELUKAST SUN 5 mg, comprimé à croquer	comprimé à croquer	orale
64391177	MONTELUKAST TEVA 10 mg, comprimé pelliculé	comprimé pelliculé	orale
60069339	MONTELUKAST TEVA 4 mg, granulés	granulés	orale
61422735	MONTELUKAST TEVA 5 mg, comprimé à croquer	comprimé à croquer	orale
64723206	MONTELUKAST VIATRIS 10 mg, comprimé pelliculé	comprimé pelliculé	orale
61290319	MONTELUKAST VIATRIS 5 mg, comprimé à croquer	comprimé à croquer	orale
67633493	MONTELUKAST ZENTIVA 10 mg, comprimé pelliculé	comprimé pelliculé	orale
66040892	MONTELUKAST ZENTIVA 5 mg, comprimé à croquer	comprimé à croquer	orale
66370235	MONTELUKAST ZENTIVA LAB 10 mg, comprimé pelliculé	comprimé pelliculé	orale
61106655	MONTELUKAST ZENTIVA LAB 4 mg, granulés	granulés	orale
60546299	MONTELUKAST ZENTIVA LAB 5 mg, comprimé à croquer	comprimé à croquer	orale
64431294	MONTELUKAST ZYDUS 10 mg, comprimé pelliculé	comprimé pelliculé	orale
65726148	MONTELUKAST ZYDUS 5 mg, comprimé à croquer	comprimé à croquer	orale
67951706	MONURIL 3 g, granulés pour solution buvable en sachet	granulés pour solution buvable	orale
67972426	MONURIL 3 g, granulés pour solution buvable en sachet	granulés pour solution buvable	orale
60273765	MONURIL 3 g, granulés pour solution buvable en sachet	granulés pour solution buvable	orale
66701614	MONURIL 3 g, granulés pour solution buvable en sachet	granulés pour solution buvable	orale
69606819	MOPRAL 10 mg, gélule gastro-résistante	gélule gastro-résistant(e)	orale
64103828	MOPRAL 20 mg, gélule gastro-résistante	gélule gastro-résistant(e)	orale
62044256	MOPRALPRO 20 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale
66835549	MORPHINE (CHLORHYDRATE) AGUETTANT 0,1 mg/mL, solution injectable	solution injectable	intrathécale
60762795	MORPHINE (CHLORHYDRATE) AGUETTANT 10 mg/mL, solution injectable	solution injectable	"intrathécale;intraveineuse;intraventriculaire cérébrale;péridurale;sous-cutanée"
68540070	MORPHINE (CHLORHYDRATE) AGUETTANT 20 mg/ml, solution injectable	solution injectable	"intrathécale;intraveineuse;intraventriculaire cérébrale;péridurale;sous-cutanée"
64970434	MORPHINE (CHLORHYDRATE) AGUETTANT 40 mg/mL, solution injectable	solution injectable	"intraveineuse;sous-cutanée"
65490025	MORPHINE (CHLORHYDRATE) COOPER 10 mg/ml, solution injectable	solution injectable	"intrathécale;intraveineuse;intraventriculaire cérébrale;péridurale;sous-cutanée"
67553944	MORPHINE (CHLORHYDRATE) LAVOISIER 10 mg/ml, solution injectable	solution injectable	"intrathécale;intraveineuse;intraventriculaire cérébrale;péridurale;sous-cutanée"
66590904	MORPHINE (CHLORHYDRATE) LAVOISIER 20 mg/ml, solution injectable	solution injectable	"intrathécale;intraveineuse;intraventriculaire cérébrale;péridurale;sous-cutanée"
60339717	MORPHINE (CHLORHYDRATE) RENAUDIN 1 mg/ml, solution injectable	solution injectable	"intrathécale;intraveineuse;intraventriculaire cérébrale;péridurale;sous-cutanée"
63521785	MORPHINE (CHLORHYDRATE) RENAUDIN 10 mg/ml, solution injectable	solution injectable	"intrathécale;intraveineuse;intraventriculaire cérébrale;péridurale;sous-cutanée"
66855092	MORPHINE (CHLORHYDRATE) RENAUDIN 20 mg/ml, solution injectable	solution injectable	"intrathécale;intraveineuse;intraventriculaire cérébrale;péridurale;sous-cutanée"
61560896	MORPHINE (CHLORHYDRATE) RENAUDIN 40 mg/ml, solution injectable	solution injectable	"intraveineuse;sous-cutanée"
60651453	MORPHINE (SULFATE) LAVOISIER 1 mg/ml, solution injectable	solution injectable	"intrathécale;intraveineuse;intraventriculaire cérébrale;péridurale;sous-cutanée"
61454213	MORPHINE (SULFATE) LAVOISIER 50 mg/ml, solution injectable	solution injectable	"intraveineuse;sous-cutanée"
62415918	MOSCHUS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	"cutanée;orale;sublinguale"
66828412	MOSCONTIN 10 mg, comprimé enrobé à libération prolongée	comprimé enrobé à libération prolongée	orale
60874417	MOSCONTIN 100 mg, comprimé enrobé à libération prolongée	comprimé enrobé à libération prolongée	orale
66799334	MOSCONTIN 30 mg, comprimé enrobé à libération prolongée	comprimé enrobé à libération prolongée	orale
60576901	MOSCONTIN 60 mg, comprimé enrobé à libération prolongée	comprimé enrobé à libération prolongée	orale
65329253	MOSCONTIN L.P. 200 mg, comprimé pelliculé à libération prolongée	comprimé pelliculé à libération prolongée	orale
66218551	MOSIL 400 mg, comprimé pelliculé	comprimé pelliculé	orale
67633746	MOSIL 800 mg, poudre pour suspension buvable en sachet-dose	poudre pour suspension buvable	orale
69742865	MOTILIUM 1 mg/ml, suspension buvable	suspension buvable	orale
63679194	MOTILIUM 10 mg, comprimé pelliculé	comprimé pelliculé	orale
62119972	MOVENTIG 12,5 mg, comprimé pelliculé	comprimé pelliculé	orale
62964361	MOVENTIG 25 mg, comprimé pelliculé	comprimé pelliculé	orale
63061130	MOVICOL CHOCOLAT, poudre pour solution buvable en sachet	poudre pour solution buvable	orale
66027553	MOVICOL ENFANTS, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale
66341408	MOVICOL SANS AROME, poudre pour solution buvable en sachet	poudre pour solution buvable	orale
60885246	MOVICOL, poudre pour solution buvable en sachet	poudre pour solution buvable	orale
62693853	MOVIPREP ORANGE, poudre pour solution buvable	poudre buvable buvable et  poudre buvable buvable pour solution buvable	orale
61095956	MOVIPREP, poudre pour solution buvable	poudre buvable buvable et  poudre buvable buvable	orale
67114096	MOVYMIA 20 microgrammes/80 microlitres, solution injectable	solution injectable	sous-cutanée
65521531	MOXIFLOXACINE ARROW 400 mg, comprimé pelliculé	comprimé pelliculé	orale
69147038	MOXIFLOXACINE BIOGARAN 400 mg, comprimé pelliculé	comprimé pelliculé	orale
62422510	MOXIFLOXACINE EG 400 mg, comprimé pelliculé	comprimé pelliculé	orale
66477066	MOXIFLOXACINE KRKA 400 mg, comprimé pelliculé	comprimé pelliculé	orale
61031099	MOXIFLOXACINE SANDOZ 400 mg, comprimé pelliculé	comprimé pelliculé	orale
66862471	MOXIFLOXACINE VIATRIS 400 mg, comprimé pelliculé	comprimé pelliculé	orale
64771724	MOXONIDINE BIOGARAN 0,2 mg, comprimé pelliculé	comprimé pelliculé	orale
62036633	MOXONIDINE BIOGARAN 0,4 mg, comprimé pelliculé	comprimé pelliculé	orale
64532770	MOXONIDINE EG 0,2 mg, comprimé pelliculé	comprimé pelliculé	orale
65243466	MOXONIDINE EG 0,4 mg, comprimé pelliculé	comprimé pelliculé	orale
63708322	MOXONIDINE TEVA SANTE 0,2 mg, comprimé pelliculé	comprimé pelliculé	orale
62425307	MOXONIDINE TEVA SANTE 0,4 mg, comprimé pelliculé	comprimé pelliculé	orale
69307215	MOXONIDINE VIATRIS 0,2 mg, comprimé pelliculé	comprimé pelliculé	orale
63500702	MOXONIDINE VIATRIS 0,4 mg, comprimé pelliculé	comprimé pelliculé	orale
68966337	MOXYDAR, comprimé pour suspension buvable	comprimé pour suspension buvable	orale
63798152	MOXYDAR, suspension buvable en sachet	suspension buvable	orale
60148167	MOZOBIL 20 mg/ml, solution pour injection	solution injectable	sous-cutanée
62655991	MUCODRILL 600 mg SANS SUCRE, comprimé effervescent édulcoré au sucralose	comprimé effervescent(e)	orale
67757295	MUCOMYST 200 mg, poudre pour solution buvable en sachet	poudre pour solution buvable	orale
64181200	MUCOPLEXIL 5 % ADULTES SANS SUCRE, sirop édulcoré à la saccharine sodique	sirop	orale
